objectname,RA,DEC,period,R2,sector
TIC 207496824,246.9545827,58.83979311,0.802148264,0.99983615,"[49, 58, 15, 23, 22, 48, 56, 55, 59, 16, 19, 52, 25, 50, 51, 24, 18]"
TIC 220416446,71.19528223,-54.45063293,0.309690535,0.999836017,"[5, 3, 4, 6]"
TIC 393871721,261.1732081,13.89944654,0.45736789,0.999835314,"[25, 26]"
TIC 63309085,158.3574499,17.57428737,0.346734294,0.999835191,"[45, 48, 22, 46]"
TIC 274676647,256.2877704,49.20885496,0.354398118,0.999834921,"[24, 26, 25]"
TIC 381809951,41.78424562,41.37552022,0.294752472,0.999834901,[58]
TIC 141871560,94.11558288,-74.44703126,0.630016189,0.999834511,"[35, 37, 39, 36, 31, 30, 33, 32, 38, 27, 29, 28]"
TIC 390021728,277.7933702,56.41748037,0.301953305,0.999834119,"[57, 48, 14, 49, 18, 55, 58, 19, 20, 41, 21, 15, 56, 17, 52, 16, 60, 25, 40, 22, 24, 54, 51, 53, 26, 50, 23]"
TIC 111882398,208.4169076,-30.59985858,0.476150981,0.999834052,[64]
TIC 141975903,95.7264789,-75.03373345,0.257739953,0.999834005,"[64, 61, 65, 62, 66, 4, 6, 63, 7, 10, 8, 5, 11, 12]"
TIC 219517559,247.150603,47.299536,0.359690135,0.999833974,"[24, 25]"
TIC 287175225,26.73542935,-9.752709908,0.486268162,0.999833533,[3]
TIC 269505148,13.93034149,-2.093993662,0.522603935,0.999832872,"[3, 42, 43]"
TIC 419635446,323.4378796,-67.56358858,0.390807722,0.999832565,[1]
TIC 296657504,141.6710826,-13.75178027,0.449748141,0.999832428,[35]
TIC 5674169,33.03655255,27.13839738,0.318085747,0.999832418,"[58, 18]"
TIC 256298934,276.487175,68.96207512,0.522456235,0.999832183,"[58, 55, 20, 54, 19, 15, 53, 60, 40, 25, 56, 17, 14, 41, 49, 26, 57, 24, 47, 23, 16, 50, 22]"
TIC 41170667,91.20030877,-67.52301377,0.972229335,0.999832139,"[66, 3, 65, 10, 9, 4, 6, 7, 13]"
TIC 167890109,105.2820026,-64.7002412,0.377038618,0.9998312,"[64, 62, 61, 65, 66, 13, 63, 11, 12, 10]"
TIC 372127422,311.6156177,-71.94957379,0.794013265,0.999831045,[27]
TIC 63597006,271.1367553,-42.22341038,0.700518061,0.999830626,"[39, 66]"
TIC 198731685,284.5127954,26.08170998,0.71327437,0.999829067,"[53, 54, 40]"
TIC 171578935,156.48317,20.82101118,0.28490551,0.999829038,"[45, 46, 48]"
TIC 48187819,222.9415793,-35.19371883,0.664836762,0.999828432,[65]
TIC 279156705,103.1120503,-55.41090073,0.723477107,0.999828233,"[63, 66, 61, 62, 9, 7, 13, 12, 8]"
TIC 252096958,15.53818216,59.92862252,1.164730955,0.999827975,"[17, 58, 24, 18]"
TIC 89239251,58.20024496,-29.4363929,0.314288327,0.999827906,[4]
TIC 179739831,213.7362269,-41.5981832,0.394653588,0.999827803,[38]
TIC 115046240,72.98398721,-16.49657619,0.345891049,0.999827616,[5]
TIC 303833577,308.9882611,49.01179458,0.27836051,0.999827607,"[16, 41, 56, 55, 15]"
TIC 288391801,267.2352956,78.12285516,0.390458493,0.999827462,"[58, 16, 54, 17, 19, 25, 57, 26, 20, 48, 15, 52, 55, 22, 50, 14, 47, 41, 21, 60, 49, 51, 18]"
TIC 240873079,17.01359569,49.09851598,0.804839547,0.999827408,"[58, 17, 18]"
TIC 142109430,99.27433724,-76.41065087,0.614165537,0.999826352,"[34, 27, 61, 66, 28, 31, 9, 64, 13, 36, 37, 33, 10, 32, 62, 65, 35, 63, 30, 11, 38, 12]"
TIC 43533897,75.39666361,-8.64347897,0.31324408,0.999825516,"[5, 32]"
TIC 188555575,308.5248755,46.8711223,0.779733951,0.999825031,"[55, 41]"
TIC 248348545,17.18237114,-3.667862034,0.389199636,0.999823984,"[3, 43]"
TIC 35119266,35.47136313,-17.67793528,0.338999096,0.999823861,[30]
TIC 394452884,153.7621933,-81.20402903,0.302663441,0.999822975,"[64, 39, 13, 65, 38, 12, 11, 66]"
TIC 377459689,252.100755,17.13323328,0.57521525,0.999822896,[25]
TIC 233904049,304.745613,56.60533999,0.311230063,0.999822471,"[41, 55, 14, 57, 16, 56, 15]"
TIC 358069227,38.50464793,-65.60952303,0.398643659,0.999822382,"[1, 2, 3]"
TIC 455283470,147.3713226,5.769017938,0.381243213,0.999822069,"[45, 46]"
TIC 389728831,350.6957022,-42.81075714,0.26090512,0.999822019,"[29, 2, 28]"
TIC 327755452,76.69470583,49.94157517,0.503388458,0.999821165,"[19, 59]"
TIC 33576348,28.00016826,-28.00881659,0.44370243,0.999821158,[3]
TIC 23230635,274.7495041,34.73221931,0.607216635,0.999820577,"[40, 53, 54]"
TIC 377251803,286.2640552,57.12566041,0.571538257,0.999818752,"[40, 41, 48, 50, 49, 20, 60, 55, 25, 14, 15, 54, 19, 16, 47, 17, 53, 57, 26, 23, 58, 22, 56, 18]"
TIC 159102550,289.5727014,42.04649943,0.488466168,0.999818484,[41]
TIC 231810776,85.67411453,-53.27600339,0.232769308,0.999818163,"[64, 65, 61, 6, 7, 66, 5, 11, 10]"
TIC 330453808,329.2966439,22.6696273,0.422172107,0.999817837,[56]
TIC 13068361,348.1409043,-24.2669599,0.307451618,0.999817553,[2]
TIC 230298837,276.6252754,46.39182389,0.795275692,0.999816795,"[41, 54, 53, 40]"
TIC 158673914,165.079491,-40.788962,0.373449532,0.999816761,"[9, 63, 10]"
TIC 374828411,54.99604591,3.241692181,0.282727307,0.999816442,"[5, 31]"
TIC 185466937,232.3619884,-28.84787576,0.274492167,0.999816292,"[38, 65, 11]"
TIC 218233625,42.16969061,13.74667084,0.282473506,0.999815565,"[43, 42]"
TIC 129810365,54.25597553,-41.52766089,0.292195707,0.999814076,"[31, 3, 4, 30]"
TIC 118826280,11.12575048,-36.10811675,0.246595401,0.999813692,[2]
TIC 272841995,297.1197807,47.62398163,0.445023982,0.999813303,"[14, 56, 15, 54, 41, 55]"
TIC 30631330,75.19907691,-70.49759862,0.387516369,0.99981255,"[5, 7, 9, 4, 2, 3, 6, 13, 10, 8, 12]"
TIC 9886075,48.8704341,-11.770274,0.353743784,0.999812085,[4]
TIC 1102093577,225.9467902,47.65397724,0.267700538,0.999811545,"[24, 23, 16]"
TIC 122796551,117.6895572,-0.003164662,0.313057733,0.999811294,[34]
TIC 356001283,240.4732046,24.87153816,0.268795993,0.999810613,"[24, 25, 51]"
TIC 168675489,61.22982553,-33.86314383,0.460914731,0.999810072,"[5, 4]"
TIC 141606986,88.752963,-72.69332,0.343936338,0.999809727,"[11, 12, 62, 63, 10, 13, 7, 4, 8, 2, 1, 61, 5, 9, 3, 64, 65]"
TIC 387896638,316.1203013,70.76388644,0.306188662,0.999809617,[52]
TIC 153826685,340.6988613,45.35144844,0.326847488,0.999809561,"[16, 57, 56]"
TIC 123337161,30.88237397,-30.08491522,0.368009994,0.999808806,[3]
TIC 121009628,55.5613719,-20.14608195,0.282144828,0.99980864,[4]
TIC 250114673,356.103878,-5.777268139,0.328555212,0.999808453,[42]
TIC 342334344,326.6692636,57.29351973,0.902074234,0.999808357,"[16, 56, 17, 57]"
TIC 179034632,64.14717785,-25.10608896,0.387485454,0.999807812,"[31, 32]"
TIC 283819432,225.947361,47.654227,0.267700538,0.999807685,"[24, 50, 23, 16]"
TIC 159950145,49.46396061,-36.25840522,0.395317129,0.999806516,[4]
TIC 270215222,262.0138366,43.68997613,0.415657038,0.999806189,"[26, 25]"
TIC 65348716,39.95357214,-26.30135698,0.495229455,0.999805667,[4]
TIC 198313291,233.6883923,62.27898056,0.30653019,0.99980527,"[15, 41, 16, 23, 49, 22, 48, 50, 21, 24, 51]"
TIC 423358373,14.47432415,-0.77628043,0.427966465,0.999804972,"[42, 43, 3]"
TIC 189468998,23.11508742,41.60933179,0.323482505,0.999803663,[58]
TIC 24586751,83.7114869,-30.42072048,0.512357694,0.999803649,[5]
TIC 167722431,103.529444,-61.660454,0.540775771,0.999803295,"[11, 64, 10, 9, 63, 13, 62, 66, 12, 65, 61]"
TIC 289166536,277.5686555,41.08567435,0.46897116,0.999802993,[26]
TIC 154664604,258.4909315,16.35017149,0.421226337,0.999802537,"[52, 25, 26]"
TIC 75377304,7.089166626,-14.88799123,0.402317794,0.99980242,[3]
TIC 394179296,289.7747895,38.36679245,0.731803706,0.999802413,"[41, 55, 14, 54, 40]"
TIC 198388252,258.1953385,57.05288894,0.39507183,0.999801491,"[17, 16, 14, 54, 20, 21, 24, 51, 56, 60, 25, 47, 57, 41, 53, 15, 22, 19, 40, 23, 59, 52, 26, 50, 49, 18]"
TIC 8989778,354.8173589,-9.151458993,0.612599402,0.999800634,"[2, 42]"
TIC 322714483,279.2984637,26.15555272,0.71736512,0.999799602,"[53, 54]"
TIC 36883123,43.3950411,-9.208017411,0.335233379,0.999799342,[4]
TIC 270491862,232.3423716,67.21204282,0.448598466,0.99979931,"[49, 57, 48, 23, 41, 22, 50, 47, 40, 21, 54]"
TIC 126814211,316.7693366,24.76152049,1.149211971,0.999798215,[55]
TIC 431338625,344.110857,52.131725,0.599800479,0.999797811,"[16, 17, 57]"
TIC 370247078,332.3807182,-59.45525527,0.362548625,0.999797702,"[28, 27]"
TIC 402130407,11.64082262,-33.51615812,0.29907085,0.999797066,[2]
TIC 159339947,253.9495009,35.18266523,0.358143669,0.999796805,"[51, 52]"
TIC 413251449,144.1427102,-23.60016276,0.484266876,0.999796102,[35]
TIC 170676440,67.35331138,-33.57620577,0.633560375,0.99979577,"[5, 4]"
TIC 76305215,274.1283607,37.18414666,0.401567195,0.999795656,[26]
TIC 320268279,7.46965392,56.96680762,0.450477026,0.999794465,"[57, 17, 58, 24, 18]"
TIC 362027102,66.0857474,5.437427207,0.362258261,0.999794379,[32]
TIC 363468465,147.6483624,-61.62532668,0.582079724,0.999792964,[37]
TIC 434097226,352.5077267,-11.90841941,0.445964143,0.999792822,"[42, 2]"
TIC 67474119,171.9938265,14.83207141,0.456713531,0.999791922,"[46, 22, 45, 49]"
TIC 153991851,204.736733,69.8031026,0.525083449,0.999791584,"[14, 47, 41, 21, 15, 22, 49]"
TIC 78511001,89.10885096,26.31121147,0.692663552,0.999791576,"[43, 44, 45]"
TIC 38399380,54.09730324,-7.925432255,0.568237068,0.999791541,[4]
TIC 201776479,33.42123474,-59.70002222,0.367185331,0.999791141,[2]
TIC 419736605,324.2072461,-70.33354209,0.624330251,0.999790971,[27]
TIC 441570283,109.2705143,77.17388733,0.298286045,0.999790834,"[40, 53, 47]"
TIC 207384197,207.2533769,60.855253,0.535185331,0.999790489,"[16, 21, 22, 15, 49, 48]"
TIC 401913504,52.65397961,-47.37512389,0.937394295,0.999790102,"[31, 3, 4, 30]"
TIC 453784977,199.2056866,-45.81697591,0.409479656,0.999789925,"[64, 11]"
TIC 54235865,119.8617838,18.55346875,0.351583699,0.999789108,"[45, 46]"
TIC 372894799,152.732721,-69.65503975,0.728848481,0.999789025,[37]
TIC 255682622,98.581967,-48.555495,0.321558712,0.99978869,"[6, 61, 8]"
TIC 164720673,25.72832355,-20.12448845,0.366017422,0.999788033,[3]
TIC 370938108,28.6608168,59.38618305,0.415946329,0.999787456,[58]
TIC 126602778,314.5087578,-46.06677102,0.711739836,0.999786324,[1]
TIC 180698725,272.1489878,33.70132076,0.294195951,0.999786179,[26]
TIC 156379866,159.8714087,16.69649857,0.406923336,0.999786115,"[45, 46]"
TIC 286169292,227.7656241,52.84171863,0.440147975,0.999785957,"[16, 24, 49, 50]"
TIC 219871753,259.978451,69.79518024,0.314050277,0.999785885,"[52, 40, 48, 50, 55, 53, 54, 49, 47]"
TIC 193728983,267.9250557,47.97519972,0.455229169,0.999785854,"[26, 25]"
TIC 366517381,303.9867683,76.80993462,0.545197269,0.999785701,"[23, 26, 58, 47, 18, 57, 20, 17, 50, 40, 52, 24, 53, 19, 60, 25]"
TIC 169814134,297.6400819,40.23608457,0.708533405,0.999785695,"[55, 54, 15, 14]"
TIC 273872891,298.1488421,47.27719433,0.66004564,0.999785217,"[56, 54, 15, 14, 41]"
TIC 353565609,36.10871134,71.38513447,0.380566342,0.999784119,"[19, 58, 52, 18, 25]"
TIC 158726046,288.4097626,43.70713369,0.82599511,0.999783601,"[40, 54, 41, 14, 55, 53]"
TIC 173795590,349.9605497,44.12595844,0.332574646,0.999783569,"[16, 17, 57]"
TIC 155998626,235.7510476,43.26536574,0.640771017,0.999783258,"[24, 23, 50, 51]"
TIC 124227849,92.39533955,-21.33207174,0.475594512,0.999781898,[33]
TIC 363732872,265.5995577,22.24397517,1.022793817,0.999781786,"[53, 52]"
TIC 458490358,240.0604462,35.20880118,0.380900095,0.999781535,"[24, 25]"
TIC 359677968,280.9401723,57.94814656,0.616805808,0.999781352,"[22, 47, 17, 26, 24, 48, 57, 15, 16, 54, 40, 21, 20, 49, 14, 53, 19, 51, 41, 58, 55, 50, 18, 60, 23, 56, 52]"
TIC 393978805,329.1146376,-55.10657353,0.421538333,0.999781197,[1]
TIC 43398254,10.66862014,-29.94396442,0.30170543,0.999780982,"[2, 29]"
TIC 89428764,323.0389793,-34.71427191,0.376518034,0.99978073,[1]
TIC 370117800,70.164536,-71.826637,0.660098673,0.999780565,"[9, 13, 10, 12]"
TIC 160376438,211.2418647,30.00044134,0.324194358,0.999780198,[50]
TIC 440051305,3.47985747,44.38469751,0.329648265,0.99978017,"[57, 17]"
TIC 120499528,285.4108286,39.04113958,0.369261428,0.999779979,"[54, 40, 53, 26, 41, 14]"
TIC 356150515,266.48085,52.63457775,0.612598027,0.999779862,"[58, 54, 47, 53, 51, 40, 60, 17, 52, 25, 41, 21, 26, 57, 14, 24]"
TIC 35744707,40.02548246,-5.943226412,0.346318052,0.999779414,[4]
TIC 207496306,246.933974,56.76644947,0.329278011,0.999779378,"[24, 59, 23, 49, 22, 56, 16, 19, 15, 51, 25, 52, 50]"
TIC 238951019,95.22547157,-50.36661349,0.464415818,0.999779142,"[32, 33, 34]"
TIC 312286761,313.3469238,48.51458581,0.51023607,0.999778595,"[55, 56, 16]"
TIC 330829235,328.9914764,43.04737539,1.012460102,0.999777904,"[16, 56, 15]"
TIC 411187361,153.2388007,10.28204413,0.349483042,0.999777593,"[45, 46]"
TIC 428772119,26.49425878,80.08203473,0.31897045,0.999777486,"[52, 26, 25, 53]"
TIC 397487770,182.1157346,11.78909409,0.389496867,0.999777088,[46]
TIC 343159236,240.6559491,-63.78436786,0.618651727,0.999776287,[66]
TIC 354115226,327.2828838,74.8394478,0.582997521,0.999775877,[52]
TIC 448913059,214.4643467,-68.04701997,0.367993116,0.999775223,"[39, 12, 65, 38, 11]"
TIC 434515577,190.062648,-18.800298,0.316647386,0.999775051,[10]
TIC 7791094,233.9755849,-33.9398632,1.060698556,0.99977468,[38]
TIC 265972568,314.2928596,19.64978984,0.363932201,0.999774064,[55]
TIC 63328020,320.0600084,51.39472707,1.104642451,0.999772844,"[56, 15, 16]"
TIC 4164713,114.625919,33.711681,0.274917198,0.999772774,"[20, 45, 47, 46, 60, 44]"
TIC 348717439,45.05724599,-81.08848324,0.479457896,0.999771373,"[28, 27, 66, 13, 39, 1, 12]"
TIC 164463075,283.2591299,42.84559623,0.384414528,0.999771297,"[54, 41, 14, 40, 53, 26]"
TIC 123036121,113.5241639,-46.17590239,0.490470904,0.999771296,[35]
TIC 169249046,160.9218984,-1.096239045,0.779675779,0.999771019,"[46, 45, 35]"
TIC 309809572,225.2899571,48.80441693,0.326615948,0.999770818,"[50, 49, 23, 16, 24]"
TIC 141179506,180.3881121,43.04164914,0.378881925,0.99977055,[22]
TIC 122891349,278.4003632,46.59490295,0.33013088,0.999770398,[26]
TIC 310169616,239.2721757,50.09108824,0.41172718,0.99977032,"[16, 51, 23, 24, 50]"
TIC 203160910,106.9500672,43.98074573,0.329191096,0.999770298,[47]
TIC 100735916,311.0687067,-53.84453758,0.40522003,0.999769607,[27]
TIC 13070701,75.88998302,-25.36549124,0.414022809,0.999768951,[5]
TIC 5795305,348.750395,-15.04677279,0.373692737,0.99976894,"[2, 42]"
TIC 9845586,48.21650797,-7.738928776,0.359933874,0.999768881,[4]
TIC 82407313,254.9110199,39.8512874,0.381453624,0.999768808,"[24, 26, 52]"
TIC 301795154,322.2784646,-27.28566022,0.324411349,0.999768691,[28]
TIC 331377569,310.7749192,22.48186414,0.453946971,0.999768285,"[55, 15, 41]"
TIC 382266319,82.847126,-58.20260214,0.344487767,0.999767824,"[64, 62, 9, 6, 33, 36, 30, 34, 29, 63, 28, 31, 66, 37, 61, 32, 27, 65, 38, 39, 10, 12, 7, 13]"
TIC 404854539,84.99761187,-68.4783793,0.362009353,0.999767794,"[65, 64, 61, 6, 66, 5]"
TIC 97328396,31.65952117,14.25770426,0.485176424,0.999767453,"[43, 42]"
TIC 298246821,224.1180689,46.3622424,0.352506504,0.999767331,"[50, 23, 24, 16]"
TIC 257525627,45.81175976,-23.1866686,0.456490996,0.999765399,"[4, 31]"
TIC 366087912,75.56142083,31.26369162,0.60332945,0.999765033,[43]
TIC 281728275,11.67543757,-54.62492019,0.27342624,0.999764871,[29]
TIC 17562290,243.7442948,30.27657614,0.308208807,0.999764869,[24]
TIC 399577123,342.4993738,-23.2732221,0.312039545,0.999763945,[2]
TIC 389916225,275.7725451,58.90356253,0.550396805,0.999763571,"[19, 41, 52, 57, 14, 18, 25, 58, 15, 24, 26, 17, 49, 55, 21, 22, 16, 56, 51, 53, 23, 20, 48, 54]"
TIC 453097744,113.8852394,-71.48146002,1.058053937,0.999763304,"[66, 63, 64, 11, 13, 10, 62, 12, 61, 65, 9]"
TIC 264983502,115.78006,10.550646,0.929023393,0.999762806,[7]
TIC 193819456,268.8644098,44.11522933,0.350104358,0.999761601,"[25, 26]"
TIC 230233157,259.6960163,20.24186203,0.588907694,0.999761578,"[26, 25]"
TIC 88996620,264.1610188,36.07282329,0.61342436,0.999761235,"[53, 52]"
TIC 275537496,304.7985838,44.2630563,0.855894453,0.999761222,"[55, 56, 41, 15]"
TIC 103656297,152.6778824,67.65880572,0.287849289,0.999761153,"[20, 21, 47, 14, 41, 40]"
TIC 137687487,292.6185993,38.52484801,0.512980827,0.999760774,"[54, 41, 55, 14]"
TIC 29848012,23.56807566,-7.410552795,0.349010465,0.999760163,[3]
TIC 240175453,169.220108,14.07364151,0.329710655,0.999759661,"[46, 49, 45, 22]"
TIC 236333974,242.1964781,25.1956573,0.350182839,0.999759629,"[24, 25]"
TIC 422332463,196.567122,9.059437895,0.423651338,0.999759065,"[50, 23]"
TIC 1981621672,309.3401035,75.60052477,0.278219067,0.999758619,"[23, 26, 24, 17, 25, 19]"
TIC 92776364,303.0265816,34.6426204,0.845894609,0.999758417,"[41, 15, 55]"
TIC 293565743,149.4444044,-17.01294073,0.664609512,0.999758385,[35]
TIC 150083410,117.0945803,-35.13070226,0.315810967,0.999758307,"[34, 61]"
TIC 350716073,88.32336896,-56.48600527,0.393313853,0.999758188,"[64, 61, 9, 66, 62, 65]"
TIC 281728276,11.67516907,-54.62377629,0.27342624,0.999757505,"[29, 2]"
TIC 467167691,167.8641563,-65.62987561,0.359203992,0.9997572,"[64, 65, 11, 10]"
TIC 99646802,321.2357719,-21.65250863,0.715490487,0.999756676,"[1, 28]"
TIC 279181220,51.09686532,-0.704146646,0.822235832,0.999756556,"[31, 4]"
TIC 309659126,79.50675641,-60.68994944,0.248378411,0.99975603,"[33, 29, 3, 61, 34, 28, 7, 36, 2, 37, 66, 5, 35, 31, 62, 38, 39, 9, 27, 10, 30, 4, 6, 65, 8, 64, 12, 13, 63]"
TIC 47626069,278.7916066,51.88789363,0.409629623,0.999755591,"[54, 40, 26, 41, 53, 52, 25, 14, 55, 15]"
TIC 286338346,260.384889,29.8625179,0.373231396,0.999755422,"[26, 25]"
TIC 309659124,79.50864767,-60.68801484,0.248221793,0.999754825,"[29, 33, 36, 37, 28, 31, 38, 30, 27, 39, 32, 34]"
TIC 341180903,313.991234,-65.432931,0.551713941,0.999754616,"[13, 27]"
TIC 22129510,269.5208499,32.64805939,0.443391656,0.999753849,"[52, 26, 40, 53]"
TIC 160159932,222.3818198,-40.1079125,0.798279409,0.999753834,"[65, 11]"
TIC 380127556,181.8484636,-59.95079791,0.451363201,0.999753686,"[64, 10, 11]"
TIC 231922739,92.96128237,-45.32906163,0.356745802,0.999752313,"[33, 5, 32, 34]"
TIC 294124071,92.88869504,12.83055078,0.541357872,0.999752245,[33]
TIC 364325969,101.6726902,-61.59647998,0.42013456,0.999752046,"[63, 64, 10, 11, 62, 65, 12, 66, 13, 61, 9]"
TIC 241247657,94.80433492,49.70192856,0.622840708,0.999751882,[60]
TIC 278137593,107.6219172,-81.77375264,0.590424082,0.999751545,"[27, 39, 34, 38]"
TIC 233636431,146.1684412,26.53533942,0.426870849,0.999750646,[46]
TIC 139207681,346.2578905,-43.93578344,0.493998816,0.999749296,[1]
TIC 424723563,294.5735753,59.07481741,0.369882301,0.999748832,"[55, 56, 41, 57, 58, 40, 60, 54, 47, 24, 50]"
TIC 175243826,289.0262558,1.885950762,1.179822299,0.999748821,[54]
TIC 441183795,333.8291033,-24.9908345,0.633334071,0.999748399,"[28, 1]"
TIC 72635751,218.0606535,17.66578516,0.322606001,0.999748207,[50]
TIC 70870736,152.3179032,-34.02063557,0.396743703,0.999746903,[35]
TIC 114726565,294.0997351,-40.88819793,0.471996383,0.999746669,[27]
TIC 159493588,220.197561,-37.421521,0.353501484,0.999746462,"[11, 65]"
TIC 160196709,27.5980678,-46.97439698,0.306763806,0.999745749,[3]
TIC 291728959,358.6633119,36.75443561,0.367012471,0.999744793,[17]
TIC 219859691,257.8194733,69.5028253,0.445809905,0.999743963,"[56, 41, 60, 59, 53, 49, 57, 14, 55, 22, 17, 25, 15, 54, 24, 26, 23, 52, 19, 51, 58, 47, 16, 20, 21, 40, 50]"
TIC 88441209,274.0174173,-44.26656029,0.495241263,0.999743576,[66]
TIC 50742258,82.86005255,-0.975868168,0.853054938,0.999743548,[32]
TIC 410359089,150.6543429,-20.42402511,0.753183383,0.999743425,"[62, 9]"
TIC 188032971,160.4287771,-29.23188315,0.424952265,0.999743148,[36]
TIC 359987981,223.9103425,-79.80572699,1.065338686,0.999742753,"[66, 12, 65]"
TIC 392536812,280.4674436,58.05647313,0.591441349,0.999742729,"[56, 54, 55, 40, 58, 49, 60, 18, 20, 16, 14, 23, 51, 48, 52, 21, 15, 53, 19, 24, 57, 22, 47, 50, 17, 41, 26]"
TIC 212377300,26.855553,-17.06651239,0.282811163,0.999741747,"[3, 30]"
TIC 87751538,106.9268649,28.4960397,0.913848156,0.999741327,"[45, 44]"
TIC 34781999,46.27157919,29.57863871,0.246862653,0.999740824,[44]
TIC 320506144,264.7075922,57.20644498,0.390608688,0.9997404,"[49, 52, 47, 48, 57, 58, 40, 51, 54, 55, 60, 53, 50]"
TIC 10059890,133.6263604,51.24454324,0.654247161,0.999740263,[47]
TIC 347810193,199.0076969,-17.24750773,0.328546336,0.999739821,[37]
TIC 101720220,260.0997315,41.2535481,0.315275366,0.999739757,"[25, 26]"
TIC 206537272,332.8829544,-22.78792989,0.489084481,0.999738801,[1]
TIC 236327696,241.7112381,27.27628849,0.588420494,0.999737957,"[25, 24]"
TIC 169554360,78.46920776,-17.02028283,0.341635283,0.999737715,[32]
TIC 470239358,346.3011742,82.8093524,0.355118818,0.999737272,"[26, 25]"
TIC 50717816,126.4982859,-6.228882714,0.383411166,0.99973721,[34]
TIC 407223383,237.4368406,-81.67786839,0.869511882,0.999736623,[39]
TIC 263035184,264.489157,-39.189643,0.303428837,0.999736206,[12]
TIC 115412010,252.0647209,44.74131042,0.301884367,0.999736009,"[24, 25]"
TIC 115119879,248.5871022,42.74260827,0.363435415,0.999734873,"[51, 52]"
TIC 450096611,72.79257823,7.715684951,0.377101654,0.999734173,[32]
TIC 63307143,158.1289107,16.14383717,0.645413133,0.999733659,"[45, 46]"
TIC 365440703,48.6132336,10.46320672,0.600217683,0.999732718,"[4, 31, 42, 43, 44]"
TIC 257625332,319.9143678,21.48929387,0.680157225,0.999732644,[55]
TIC 341550561,120.564725,-55.540604,1.103865701,0.999732091,"[8, 62, 7, 34, 61, 9, 36, 63, 35]"
TIC 270352945,31.88092727,5.684900128,0.444468393,0.999731583,"[43, 42]"
TIC 198037139,61.45751032,-54.04346309,0.359934393,0.999731472,"[30, 31]"
TIC 315937374,51.54416281,59.57843736,0.605174592,0.99973033,"[19, 18]"
TIC 388705796,340.4565266,56.27610401,0.515978858,0.999729659,"[16, 17, 57]"
TIC 422914426,38.31813846,3.135460846,0.549334285,0.999729599,"[43, 4]"
TIC 289807085,269.1161697,15.8889579,0.459013493,0.999728867,[53]
TIC 47935311,280.9704411,50.89411329,0.549966518,0.999728507,"[53, 41, 52, 54, 40]"
TIC 164782264,284.6693378,47.57759218,0.444327866,0.99972847,"[53, 41, 55, 14, 40, 26]"
TIC 76094083,86.20792293,27.50677392,0.389059906,0.999727966,"[43, 45]"
TIC 91037997,309.1563758,-44.84137416,0.537547633,0.999727224,[27]
TIC 111874795,208.3200298,-35.85302946,0.561163368,0.999726184,[38]
TIC 188594653,345.5040929,-13.0957489,0.374299086,0.999725883,"[42, 2]"
TIC 251829135,6.41862792,-34.82893789,0.268586455,0.999725545,[2]
TIC 240911239,17.59592168,51.26853306,0.412319304,0.99972543,"[58, 18, 17]"
TIC 241393039,24.38849128,-2.140212584,0.371384178,0.999724836,[3]
TIC 245617756,39.75375715,59.71530423,0.31919369,0.999724617,[58]
TIC 60152853,115.8151228,17.09086179,0.54306686,0.999723933,"[45, 46]"
TIC 393867801,311.5505272,4.430374458,0.513112148,0.999723506,[55]
TIC 802663625,127.3823127,72.52813548,0.231476747,0.999722451,"[26, 20]"
TIC 21442712,85.406542,-38.373586,0.349420434,0.999721782,"[6, 5]"
TIC 423387084,29.02625214,-0.73894161,0.739909257,0.9997215,[4]
TIC 193886356,270.5578567,47.02009443,0.294271438,0.999721499,"[54, 40, 53, 25, 52, 14]"
TIC 27107017,152.7043919,18.9381725,0.300076101,0.99972125,"[46, 45]"
TIC 363852956,200.6195887,-45.89154785,0.740848338,0.999720083,"[38, 37]"
TIC 266816672,30.93630279,-19.8891832,0.303103264,0.999719668,[3]
TIC 159510983,248.0691338,77.90337976,0.324093286,0.999717221,"[60, 59, 25, 26]"
TIC 143058907,167.8772958,-8.261359046,0.60027114,0.999716909,[36]
TIC 265015162,126.7664225,3.514535977,0.327772678,0.999716566,"[61, 7]"
TIC 302615801,82.49199997,14.51848409,0.599625169,0.999715821,"[43, 45]"
TIC 447641130,254.1785456,-64.96495755,0.686177478,0.999715607,[66]
TIC 279401848,57.55748445,-17.65298663,0.352075891,0.999714914,"[31, 4]"
TIC 365301387,46.09876023,6.196670485,0.275405623,0.999713923,"[43, 42, 4, 44]"
TIC 355635441,357.9887832,-57.42252602,0.392413996,0.999712121,"[2, 1]"
TIC 180697987,272.0775586,34.57671876,0.291437539,0.999711109,[26]
TIC 399788405,278.1632969,57.64831329,0.430471722,0.999710572,"[54, 56, 49, 53, 52, 55, 16, 41, 48, 20, 40, 22, 19, 57, 14, 15, 58, 47, 60, 21, 24, 50, 23, 51, 25, 26]"
TIC 389658055,321.0718883,-44.91758277,0.32828074,0.999709609,[1]
TIC 69889494,338.6748747,-19.85980961,0.50897258,0.999709199,"[42, 2]"
TIC 158218818,286.4997638,43.1304928,0.423938106,0.999709176,"[14, 55, 26, 53, 41, 40]"
TIC 43864479,77.89214221,-10.57325827,0.594681319,0.999708878,[5]
TIC 257023157,225.248863,73.053198,0.415686557,0.999708458,"[48, 47, 21, 16, 60, 41, 49, 14, 40, 15, 53, 20, 22, 56]"
