objectname,RA,DEC,period,R2,sector
TIC 158719398,165.4592262,-40.77026615,0.417814903,0.999443729,[36]
TIC 440657189,6.864951584,26.83694002,0.260163606,0.999443353,"[57, 17]"
TIC 219823570,203.9100153,49.2350346,0.293900584,0.999439254,"[16, 49, 22, 15]"
TIC 321977787,1.03800271,-52.87999675,0.263101259,0.999439082,"[29, 28]"
TIC 1450518,75.20409459,-32.21102519,0.333539141,0.999438677,[5]
TIC 420962954,82.07733546,-19.52130587,0.997845566,0.999435102,"[5, 32]"
TIC 193578361,265.7957464,43.45262684,0.258200981,0.999434489,"[25, 26]"
TIC 410299018,149.7797005,-22.14200939,0.355728588,0.999432236,"[62, 9]"
TIC 199612934,249.4327672,55.79594687,0.601987576,0.999430245,"[16, 49, 52, 56, 24, 51, 59, 50, 23, 25]"
TIC 5490216,270.1298764,14.46824052,0.600164818,0.999429661,[53]
TIC 279224984,52.04013488,-1.301446605,1.063025279,0.999429318,[4]
TIC 139148071,344.6331381,-42.28801236,0.701595719,0.999428303,[1]
TIC 468343249,12.4355267,77.89314247,0.371367626,0.999428302,"[58, 19, 24, 25, 52, 18]"
TIC 9384580,191.5523979,-25.56012972,0.314555969,0.999427835,[37]
TIC 452928315,121.6606603,1.929578373,1.092853376,0.999424508,[61]
TIC 233611409,283.3756048,63.91767458,0.695399742,0.999422729,"[53, 47, 41, 54, 40, 49, 48, 52, 55, 51, 50]"
TIC 71245438,154.1009723,-34.52832279,0.456570777,0.999419464,"[62, 63]"
TIC 18534775,266.3003865,33.4525599,0.335923491,0.999417936,"[26, 25]"
TIC 12864374,4.2016217,-14.45398048,0.303658371,0.99941561,[29]
TIC 401667272,311.4545771,-81.67757771,0.512403152,0.999413071,[39]
TIC 434284265,354.8747454,23.79409874,0.388642929,0.999410544,[56]
TIC 200670652,3.302846791,-52.97785914,0.300109301,0.999406194,"[29, 28]"
TIC 459789367,144.5279976,56.0186914,0.687033584,0.999405056,"[21, 47]"
TIC 101630269,150.6600282,-35.55494114,0.355507304,0.999404532,"[35, 36]"
TIC 17539192,243.4254487,31.95188908,0.531482962,0.999402738,"[24, 25]"
TIC 206555954,333.6862923,-22.36678005,0.393977722,0.999401913,[1]
TIC 33596460,28.89936158,-24.5467361,0.424211459,0.99940177,[3]
TIC 306302773,95.65349217,55.99636983,0.447693156,0.999401409,[60]
TIC 356820646,269.5245869,73.12379549,0.794469512,0.999400718,"[48, 47, 49, 20, 58, 17, 15, 54, 41, 60, 16, 22, 53, 57, 51, 55, 25, 24, 52, 14, 21, 40, 19, 23, 56, 50, 18]"
TIC 311945765,303.25357,40.64484349,0.49761531,0.999396409,"[41, 54, 14, 55, 15]"
TIC 134874392,196.2607348,-7.371525062,0.555558754,0.999395312,[46]
TIC 389773940,151.3246009,87.01525132,0.274089184,0.99939407,[26]
TIC 158389967,287.1246376,43.60017812,0.392878954,0.999393856,"[55, 14, 53, 41, 40, 54]"
TIC 260541250,97.00494703,-56.57213853,0.335930216,0.999393264,"[66, 62, 61, 65, 63, 12, 11, 13]"
TIC 200655763,320.828601,-46.37343534,0.295928414,0.999392094,[1]
TIC 38465274,55.13645024,-8.947622732,0.691040749,0.999390554,[4]
TIC 434167923,340.5203844,19.01370403,0.295532313,0.999388807,[56]
TIC 158173344,286.0571974,45.94935408,0.894242893,0.999387651,"[54, 55, 26, 41, 14, 40, 53]"
TIC 230273344,271.8964783,22.66379772,0.319934693,0.99938608,[26]
TIC 422035581,341.0421029,0.981599924,0.2846658,0.999383956,[56]
TIC 85585153,258.6780335,39.32442044,0.498079367,0.999381632,[26]
TIC 282368998,311.5786147,28.2623249,0.569015576,0.999381058,"[55, 41, 15, 14]"
TIC 441219121,294.6531523,-41.1467486,0.486413184,0.999380229,[27]
TIC 262465161,73.89305629,1.38043456,0.951225093,0.999379919,"[32, 5]"
TIC 68901227,249.6905829,39.38902812,0.275506575,0.999376287,"[24, 25]"
TIC 356192212,259.1750043,21.38495715,0.726644478,0.999374782,"[25, 26]"
TIC 30028394,43.44756707,-13.12898278,0.457456923,0.999374468,[4]
TIC 116503129,233.9207841,45.74326015,0.342389826,0.999374414,"[50, 23, 24, 51]"
TIC 26260590,153.354892,-6.510013,0.32758738,0.999373823,[8]
TIC 401928563,57.45314264,-5.873240373,0.362569868,0.999373688,[5]
TIC 268297677,298.854048,43.43495627,0.883735092,0.999371129,"[55, 54, 14, 15, 41]"
TIC 70253276,297.579772,7.837278932,0.821430633,0.999368933,[54]
TIC 405190745,3.745168714,8.820960861,0.840304538,0.999365641,"[42, 43]"
TIC 234497727,10.80798259,-62.51658932,0.392416036,0.99936383,"[2, 1]"
TIC 124205037,196.990495,-31.013357,0.332728033,0.999361015,"[10, 64]"
TIC 38707340,66.45425229,-60.51236244,0.564521845,0.999359899,"[62, 66, 61, 63, 64, 65, 9, 13, 12, 11]"
TIC 140493525,21.20964837,-32.6899267,0.309102654,0.999358734,[3]
TIC 374528501,305.7620796,10.32061425,0.597061379,0.999356634,[54]
TIC 402324760,353.7837569,-15.82220927,0.361376327,0.999353311,[2]
TIC 123416563,282.1832697,43.70638033,0.581173436,0.999352254,"[54, 40, 26, 14, 41, 53]"
TIC 14545690,125.6791591,19.44955663,0.280018668,0.999350349,"[45, 46]"
TIC 289751874,160.2703088,57.58152457,0.273825131,0.999350149,[48]
TIC 251094451,38.06661424,-5.914253938,0.36307109,0.999347449,[4]
TIC 323529138,314.8603834,16.68110989,0.997302688,0.999345302,[55]
TIC 235073221,86.174315,-44.38543,0.298619948,0.999344912,"[6, 5]"
TIC 298720052,242.8437805,-63.74221128,0.687771932,0.999344727,"[66, 65]"
TIC 139204143,121.4595606,34.59147107,0.486194904,0.99934237,"[20, 47]"
TIC 170985789,233.7344758,-37.765108,0.879352603,0.999339117,[65]
TIC 381454728,49.85332553,12.79127108,0.534904344,0.999338886,"[44, 42, 43]"
TIC 434106760,354.5296069,-13.73308788,0.28069041,0.999334896,"[2, 42]"
TIC 345535359,69.59565437,10.44262008,0.424481921,0.9993341,"[32, 5]"
TIC 420137341,291.6672744,73.5785273,0.37604558,0.99933201,"[60, 58, 54, 17, 14, 19, 56, 52, 16, 57, 47, 22, 26, 15, 51, 53, 20, 24, 50, 23, 21, 40, 25, 49, 55, 41]"
TIC 402795415,248.9857147,-64.58121587,0.910049784,0.999331317,[66]
TIC 198037741,61.65370701,-56.57527867,0.779623279,0.999331272,"[5, 2, 4, 3]"
TIC 125958765,256.8964733,-46.67968285,0.616907822,0.999329203,"[66, 12]"
TIC 396954096,63.88961726,1.766069613,0.302600632,0.999328926,"[32, 5]"
TIC 162305237,169.244606,-44.106193,0.337383932,0.999328088,"[10, 63]"
TIC 4430704,116.8675056,33.44015891,0.367763886,0.99932451,"[45, 46, 44]"
TIC 198109209,209.5997705,46.8505704,0.957274283,0.99932362,"[23, 50]"
TIC 229771234,282.2677476,68.15695103,0.821208729,0.999322174,"[60, 55, 58, 57, 59, 26, 41, 53, 56, 52, 19, 14, 54, 15, 23, 18, 49, 20, 16, 40, 48, 21, 51, 25, 50, 22, 24]"
TIC 336674747,354.4009508,7.048406419,0.365949234,0.999322068,[42]
TIC 319291434,53.65433437,-9.129334527,0.351219713,0.999321886,[4]
TIC 327667965,329.4644492,-68.21392942,0.869415908,0.999321126,"[27, 1]"
TIC 230061567,229.2890153,69.10401671,0.28796525,0.999318402,"[41, 48, 50, 22, 40, 49, 47]"
TIC 61003803,140.757911,-10.840633,0.46298842,0.999315821,[8]
TIC 391927558,107.4982131,-72.13560264,0.543393938,0.999314711,"[64, 63, 65, 62, 66, 10, 9, 11, 13, 12]"
TIC 119159743,275.5412842,-55.56420217,0.412030166,0.999311261,"[66, 13]"
TIC 424461577,279.7342719,60.39817701,0.74444162,0.999308937,"[16, 56, 23, 52, 57, 53, 26, 49, 41, 22, 47, 40, 24, 48, 50, 17, 21, 19, 51, 55, 54, 60, 15, 25, 18, 20]"
TIC 161083755,276.5706343,-51.62631085,0.314019554,0.999306018,"[66, 13]"
TIC 229538448,221.7552849,74.68188303,0.300590996,0.999304081,[26]
TIC 167673754,79.97542553,-35.90176463,0.56513678,0.999302512,[5]
TIC 284603152,10.3668786,64.35754065,0.451704362,0.999302119,[24]
TIC 292313756,218.2341485,-54.46199363,1.066410599,0.999301904,[38]
TIC 69838619,337.8142092,-20.5424261,0.383087972,0.999294052,"[2, 42]"
TIC 229573710,240.4834972,20.4726487,0.226500074,0.999293015,"[24, 25]"
TIC 198410462,259.2014902,54.77073818,0.354027009,0.999290808,"[47, 17, 23, 54, 50, 40, 16, 24, 52, 25, 20, 53, 26, 51]"
TIC 271799672,111.5492128,-75.9047276,0.328259998,0.999288473,"[61, 64, 63, 62, 66, 7]"
TIC 157803985,280.1215068,37.44762419,1.124062573,0.999286891,"[53, 54]"
TIC 298808701,268.0422964,23.32270074,0.819549703,0.999284579,"[52, 53, 26]"
TIC 167694820,102.8188325,-64.80366612,0.521765554,0.999284503,"[61, 66, 65, 64, 9, 63, 11, 13, 12, 10]"
TIC 135230069,186.146988,-38.80544431,0.314439831,0.99928329,[37]
TIC 116163356,267.586612,37.74992542,1.181526675,0.999281667,"[25, 52, 26, 40, 53]"
TIC 425215390,77.26220093,-7.736537642,0.533432525,0.999280075,[5]
TIC 440779601,108.7866233,15.92915649,1.109532934,0.999279746,"[46, 45, 44, 33]"
TIC 52368472,24.00369869,-66.72657228,0.325953718,0.999276172,"[28, 1]"
TIC 428257299,55.04587094,51.9119073,0.638959233,0.999276119,"[19, 18]"
TIC 394277816,149.7828414,-79.97466077,0.861461684,0.999269521,"[39, 38]"
TIC 159169838,289.7392551,45.45830628,0.918441203,0.999267131,"[14, 40, 15, 54, 41, 55]"
TIC 306773798,121.2248948,-66.81357432,0.480894994,0.99926572,"[35, 39, 37, 38, 36, 31, 2, 32, 28, 29, 34, 5, 9, 10, 12]"
TIC 198507944,197.6881861,77.65384341,0.342466832,0.99926491,"[21, 47, 60, 48, 53, 41, 40]"
TIC 142105466,98.62804196,-72.05231512,0.433283258,0.999261183,"[61, 63, 66, 62, 64, 10, 12, 9, 11, 13]"
TIC 5670603,32.7941602,26.05954593,0.671711211,0.99925978,"[43, 42]"
TIC 235067275,85.75724843,-46.43886209,0.3663532,0.999259007,"[33, 32]"
TIC 41994216,23.65323411,-39.46977507,0.290503275,0.999257006,"[3, 30, 29]"
TIC 439596199,297.6209081,-3.771457051,0.492740134,0.999255819,[54]
TIC 252725557,347.4800177,48.39309253,0.35680403,0.999251897,"[17, 57]"
TIC 258201832,251.6875244,23.35026046,0.968994466,0.99924795,[52]
TIC 459971813,75.13958682,4.440282548,0.376772381,0.999245026,[5]
TIC 231922417,92.90640523,-45.91465233,0.686617232,0.999244609,[5]
TIC 86018302,139.0184841,20.07316487,1.139610137,0.999239914,"[45, 46, 44]"
TIC 72588909,31.54453218,-29.22606363,0.572799378,0.999238736,[3]
TIC 220402294,69.55982014,-57.19215827,0.784266063,0.999237471,"[63, 9, 65, 12, 64, 66]"
TIC 24066056,276.5671651,34.91894787,0.402218123,0.999237291,[26]
TIC 233205987,265.7577825,66.11186883,0.363915819,0.999236319,"[48, 59, 52, 40, 49, 55, 60, 41, 19, 54, 51, 53, 47]"
TIC 8417276,246.0273225,34.71160807,0.42286581,0.999236218,"[24, 25]"
TIC 166853161,40.52435893,-48.6728016,0.297214173,0.999235737,[30]
TIC 292753203,275.178834,-74.36985502,0.505907828,0.999233368,[39]
TIC 278075650,324.4640598,48.40352524,0.76094395,0.999230325,"[56, 16, 15]"
TIC 455790537,346.3451866,47.67631064,0.935738998,0.999228787,"[17, 57, 16]"
TIC 258773798,286.1778959,66.30198844,0.336390227,0.9992273,"[47, 58, 20, 52, 15, 48, 14, 56, 54, 19, 55, 17, 49, 53, 24, 16, 57, 21, 22, 23, 40, 18, 60, 26, 41, 51, 25]"
TIC 31943118,54.29236439,-70.89783061,0.414372192,0.999227197,[2]
TIC 152147549,169.8812104,-39.84674042,0.229440554,0.999226814,"[63, 10]"
TIC 190894967,134.1126271,-39.97666529,0.703818469,0.999219187,[35]
TIC 314354236,279.5919838,18.52471883,1.00229813,0.999214474,"[53, 40]"
TIC 163579334,174.332736,-43.94676647,1.075162475,0.999214343,"[64, 63]"
TIC 72444850,187.3492564,-47.33613025,0.415023686,0.999213561,[37]
TIC 671564,73.40884429,-29.11018612,0.385572799,0.999211163,[5]
TIC 61730680,289.082389,-44.147452,0.336637948,0.999209093,[13]
TIC 275575030,293.2209791,45.84387886,1.047428672,0.999206353,"[14, 54, 41, 15, 55]"
TIC 167891342,105.2713805,-62.56227713,0.633327863,0.999205024,"[64, 63, 65, 61, 62, 66, 9, 10, 11]"
TIC 325565137,85.44327992,-86.63317305,0.4488655,0.999204558,"[27, 39]"
TIC 80681409,165.9275783,-51.35265632,0.618764311,0.999204282,"[37, 36]"
TIC 89787778,127.8200022,-59.22703925,1.083819057,0.999195209,"[64, 9, 61, 62, 8, 63, 10]"
TIC 101582930,150.45348,-35.683372,0.613272066,0.999193486,[9]
TIC 126637765,314.6959521,-42.61788361,0.273375577,0.999191743,[1]
TIC 257217462,137.0947396,14.40069393,0.339732709,0.999187872,"[45, 46, 44]"
TIC 264053843,307.383895,83.2049192,0.429801254,0.999185532,"[53, 47, 52, 40]"
TIC 320256658,295.0724912,-56.62971591,0.321222702,0.999185139,[27]
TIC 207091008,23.98439052,-52.47731437,0.246080359,0.999183241,"[3, 2]"
TIC 271958272,295.7166762,43.1646162,0.390719348,0.99918306,"[54, 55, 14, 15]"
TIC 229771231,282.2710572,68.15913157,0.820920854,0.999177898,"[59, 58, 56, 57, 60]"
TIC 119364533,97.28658606,-38.19936062,0.64157186,0.999177215,"[34, 33]"
TIC 149736571,245.9049839,15.95563319,0.236111841,0.999173211,[25]
TIC 376631833,292.1942585,-69.08951755,0.82812763,0.99917139,[27]
TIC 75067322,266.4430837,-58.39472723,0.349153615,0.99916694,[39]
TIC 406506263,198.073276,-59.9205708,0.64188503,0.99916611,"[64, 65, 38]"
TIC 308873427,24.43630847,48.44816674,0.374368456,0.99916533,[58]
TIC 228380676,285.353996,1.709702301,0.567337062,0.999164963,[54]
TIC 63797062,162.0776245,15.04398682,0.379692034,0.999163911,"[46, 45]"
TIC 71107089,66.7832301,-12.6465277,0.357858282,0.999161741,[5]
TIC 49799894,47.23968573,-2.863445555,0.270770687,0.99915882,[4]
TIC 389309847,310.7585571,-39.12495266,0.517016445,0.999158172,[27]
TIC 336561759,281.4433879,25.33316456,0.339182142,0.999151397,"[40, 54]"
TIC 411712609,219.0850665,-55.25816074,0.290311825,0.999149958,"[65, 11]"
TIC 238170857,357.2036259,-69.78155402,0.393017514,0.99914948,[1]
TIC 334810431,171.0559535,-16.67296728,0.701324925,0.99914776,[63]
TIC 239207952,157.2499595,21.46083135,0.506678579,0.999147613,"[45, 46]"
TIC 25101101,143.1564668,-32.66146393,0.388181933,0.999145818,[35]
TIC 354407978,314.4936773,11.60251339,0.443568035,0.999144861,[55]
TIC 383722507,279.7823428,41.94842991,0.533347003,0.999138337,[26]
TIC 251857120,8.803637436,-32.93428865,0.505298477,0.999136786,[2]
TIC 276963370,276.5002027,-79.26522502,0.372418284,0.999135432,[39]
TIC 388245308,326.143738,54.36696119,0.354541105,0.999133519,"[16, 56, 17, 57]"
TIC 134964357,197.4475358,-8.776852693,0.330507852,0.999130259,[46]
TIC 51787387,301.0840539,-3.556750176,0.340060728,0.999124999,[54]
TIC 372836492,308.0890201,14.03468824,0.461658062,0.999118066,[55]
TIC 159105713,289.7494387,43.54341715,0.574810316,0.999115574,"[54, 14, 40, 41]"
TIC 11487334,17.66713267,-28.23126968,0.384033938,0.999115174,"[3, 30]"
TIC 356199330,266.9147757,53.82203694,0.346550856,0.999115023,"[47, 57, 51, 40, 58, 60, 54, 24, 53, 48, 56, 41, 52, 14, 55, 50, 25, 26]"
TIC 400302671,263.3243261,14.50539855,0.279670372,0.999110183,"[53, 52, 26]"
TIC 192251440,44.9018293,43.92202996,0.857126037,0.999105756,[58]
TIC 161687311,235.9484755,58.02424173,0.81662259,0.999105446,"[22, 24, 15, 49, 16, 51, 50]"
TIC 323685105,136.9465797,-82.32490645,0.680943154,0.999105145,"[39, 65, 66, 13, 11, 64, 38]"
TIC 158431889,287.3913487,43.09872963,0.572623839,0.999104031,"[41, 40, 55, 14, 53, 54]"
TIC 312188627,141.3403392,6.280161957,0.348927194,0.999103045,"[46, 45]"
TIC 367235822,308.7821981,24.51460026,0.677693173,0.999100933,"[15, 41]"
TIC 34368383,95.12134187,-15.20473401,0.378151066,0.99909704,[33]
TIC 416802566,55.30984361,7.992642764,0.361839492,0.999094506,"[42, 44, 5]"
TIC 63205800,292.3164606,46.6221824,0.458305717,0.999080903,"[54, 55, 14, 40, 41, 15]"
TIC 358250091,55.67614791,-58.38684512,0.419428635,0.999080139,"[31, 29, 30]"
TIC 352951628,313.9234914,62.74317626,0.706926667,0.999064491,"[56, 57, 16, 58]"
TIC 254287132,353.5640385,-28.71221299,0.648905919,0.99905904,[29]
TIC 386748876,119.599808,20.87299612,0.383032997,0.999055898,[45]
TIC 310519261,242.5388322,35.9585077,0.318971449,0.999051535,"[24, 25, 52, 51]"
TIC 118271404,272.0865351,-56.75846899,0.399993489,0.999049782,"[66, 13]"
TIC 318088293,307.0009082,-79.99529297,0.697965892,0.999049116,[39]
TIC 387614873,103.2285675,15.41740202,0.665440113,0.999044786,"[45, 33, 44]"
TIC 298541138,261.747176,24.69655723,0.749446362,0.999044094,"[25, 26]"
TIC 403567861,231.3073238,-74.55903577,0.418726277,0.999041311,[39]
TIC 447236438,250.7814615,-61.09501215,0.60699312,0.999037486,[39]
TIC 405266161,0.297738988,9.078168729,0.241163249,0.999033939,[42]
TIC 253153103,195.0051882,-55.98711718,0.63816361,0.999025547,"[37, 38]"
TIC 205855545,291.5351793,-14.841619,0.464792474,0.999020835,[54]
TIC 219145901,89.392614,-51.729497,0.272851927,0.999009713,"[5, 61, 4, 65]"
TIC 152288704,29.07858686,-40.67170479,0.382473505,0.998993159,[30]
TIC 149622009,202.1721349,23.58026121,0.255148418,0.998990699,"[50, 23]"
TIC 11546041,19.00250871,-25.70916733,0.407169305,0.998988555,[3]
TIC 11480757,303.9830976,37.45431286,0.4038864,0.998985861,"[41, 55, 15]"
TIC 351556896,309.501586,-64.443753,0.322620638,0.998983258,[13]
TIC 165618747,260.0324963,13.66601482,0.647800374,0.998982022,"[25, 26]"
TIC 322512913,43.27288672,-20.52748576,0.458499707,0.998980915,[4]
TIC 270709500,137.6716585,4.047973686,0.408519426,0.998977196,[34]
TIC 58252057,238.4338351,-38.40986237,0.474585358,0.998976897,[65]
TIC 159746746,319.262355,-38.51512953,0.408777797,0.998976816,[28]
TIC 307085473,123.5376391,-68.03619173,0.417607593,0.998976083,"[2, 5]"
TIC 264698502,326.2911443,85.90461997,0.632429484,0.998975551,"[47, 52, 40, 53]"
TIC 416024040,209.19198,22.75293581,0.655479477,0.998975271,"[23, 50]"
TIC 397364524,175.2562611,-46.15253189,0.540075721,0.998974017,[37]
TIC 121274442,287.439469,39.55146695,0.735853026,0.998971674,"[41, 40, 53, 54, 14]"
TIC 265566844,330.4159662,-54.15722254,0.354985422,0.998971155,"[1, 28, 27]"
TIC 200738653,53.39597295,39.89947632,0.916659621,0.9989711,"[58, 18]"
TIC 275468282,178.6506962,-45.81540984,0.33927707,0.998967918,[64]
TIC 6924840,125.790743,15.30097514,0.839483113,0.998964094,"[45, 46]"
TIC 193538686,305.9077462,46.93110184,0.405001499,0.998963817,"[56, 41, 15, 55]"
TIC 352378412,15.35153996,41.2502255,0.67601122,0.998961785,"[57, 17]"
TIC 410187905,353.4829613,-69.18729424,0.953521644,0.998958782,[1]
TIC 310170498,239.6052796,49.44750042,0.32220767,0.998955733,"[50, 24, 51]"
TIC 432341126,355.4224659,31.78260705,0.367089361,0.998945316,[57]
TIC 124081217,91.804268,-22.26649,0.359223812,0.998944875,[6]
TIC 271594955,108.477501,-72.390526,0.411732338,0.998944015,"[12, 11, 9, 10, 13]"
TIC 310994603,203.7101168,65.25503553,1.159404417,0.998943352,"[41, 21, 49, 14, 48, 15, 22]"
TIC 276253629,237.301179,-49.498489,0.461331544,0.998942806,[12]
TIC 138118649,92.43544064,77.34997266,0.324336773,0.998934877,"[53, 40]"
TIC 168702875,61.92454711,-31.98562547,0.361073336,0.998932134,[31]
TIC 164646288,283.9097468,42.13101079,0.733820882,0.998928629,"[41, 14, 54, 53, 40, 26]"
TIC 307216760,124.7512791,-69.06140223,0.734260824,0.998925008,"[63, 61, 32, 64, 36, 29, 62, 65, 35, 39, 11, 10]"
TIC 274758276,92.48797558,51.09664247,0.627404566,0.998923121,[60]
TIC 247066241,253.4774598,-46.01504374,0.331526949,0.998922843,"[39, 12, 66]"
TIC 238926969,94.69177062,-52.90699901,0.467002998,0.998922404,"[33, 38, 35, 28, 34]"
TIC 284703623,67.35407415,9.091678353,0.388218391,0.998920751,[5]
TIC 122057276,226.803473,-41.69202033,0.339282635,0.998913382,[38]
TIC 49735506,352.6901593,-10.58659835,0.330087358,0.998907282,"[42, 2]"
TIC 67379787,121.0751651,19.31805047,0.679525585,0.998905969,"[46, 45]"
TIC 40219040,300.4302299,36.79103716,1.051339446,0.998903846,"[55, 14, 15, 41, 54]"
TIC 50894724,127.0794914,-10.70782661,0.407532038,0.998896308,[34]
TIC 437704706,358.7631933,23.07736014,0.54217595,0.998891927,[57]
TIC 237114978,269.6715696,58.16147839,0.324037652,0.998890898,"[59, 14, 41, 24, 57, 56, 58, 48, 60, 52, 55, 40, 49, 53, 25, 54, 51, 47]"
TIC 349294422,52.06230433,30.02198957,0.31026173,0.998887066,"[58, 44, 42, 18, 43]"
TIC 368208585,264.9374874,17.9785782,0.27560674,0.998886979,[26]
TIC 18566969,266.7690728,29.8979594,0.56370169,0.99888411,"[25, 26]"
TIC 405543959,256.8519825,36.25714672,0.393448306,0.998877588,"[25, 26]"
TIC 333937883,116.4445079,-15.95572781,0.384066204,0.99887556,"[34, 61]"
TIC 287256222,258.8320157,17.96768879,0.587515331,0.998866718,"[26, 25]"
TIC 160346000,156.1393039,32.96472286,0.326386972,0.998862155,[48]
TIC 356198153,266.8831287,50.94251386,0.468495698,0.998852886,"[24, 58, 52, 14, 40, 54, 51, 26, 25, 53]"
TIC 135186325,293.5204702,7.969864053,1.119409567,0.998852543,[54]
TIC 368208206,264.8701734,18.41056527,0.555190473,0.998843863,"[52, 53]"
TIC 350230129,130.9160731,5.189696993,0.785422408,0.998838944,[34]
TIC 138256675,229.3612249,38.22665442,0.569162253,0.998838093,"[24, 50, 23]"
TIC 233544995,281.4010315,62.76253696,0.362150881,0.998837173,"[24, 26, 25]"
TIC 94327030,115.4504662,-13.38725894,0.793672219,0.998834676,[34]
TIC 43903354,78.17306934,-6.489106714,0.460639606,0.998825854,[32]
TIC 72304929,92.68474119,-9.852306637,0.365834989,0.998820971,[33]
TIC 371880955,203.3293345,23.01414894,0.352503693,0.998818969,[50]
TIC 58732360,3.288350449,5.59527918,0.308625251,0.998818807,"[43, 42]"
TIC 8544992,247.332894,35.66743887,0.310853184,0.998818354,[52]
TIC 105802318,156.7161021,-36.71434576,0.278000656,0.998816708,"[63, 9]"
TIC 29777922,64.37626028,-66.82733041,0.530755185,0.998812318,"[65, 64, 61, 66, 62, 63, 11, 9, 10, 12]"
TIC 64109009,39.81677694,-23.82927255,0.513428723,0.998810838,"[31, 30]"
TIC 67808952,64.55568278,-6.259441709,0.327866198,0.998798662,"[5, 32]"
TIC 466334374,325.928284,7.122949926,1.17914942,0.99879355,[55]
TIC 363255513,147.3539316,-64.59171009,0.48524559,0.998792056,"[36, 37, 38]"
TIC 408485306,359.4999369,10.68892813,0.545703793,0.998779332,[42]
TIC 397189785,353.9859769,8.504883359,0.273310245,0.998776578,[42]
TIC 36729364,40.42936472,-6.363573371,0.327629867,0.998775891,[4]
TIC 1630438,188.1353581,-15.52291647,0.390370441,0.998774986,"[63, 10, 46]"
TIC 280436609,115.211916,1.214413209,0.359413001,0.99877306,[34]
TIC 366557556,331.7953835,72.37284825,0.448955929,0.99877017,"[58, 57, 18, 17, 52, 24, 25]"
TIC 168005331,152.3240145,-26.63714695,0.71168057,0.998768464,"[35, 36]"
TIC 198236615,248.6802396,60.42612421,0.3679483,0.998765614,"[52, 49, 48, 40, 55, 54, 50, 53, 41, 51]"
TIC 350522254,86.377509,-55.578011,0.297319615,0.998764844,"[13, 6, 10, 3, 9, 7, 8, 5, 4]"
TIC 197218183,133.4209042,22.34419842,0.610886915,0.998764683,"[46, 45, 44]"
TIC 452406965,137.4840969,-76.98170566,0.255534358,0.998760058,"[65, 66, 64, 10]"
TIC 278822321,100.1439073,-57.24596497,0.639153688,0.998759324,"[62, 61, 66, 64, 63, 65, 11, 9, 12]"
TIC 206385554,54.51957372,-48.81567631,0.569584143,0.998753184,"[3, 4]"
TIC 35654635,148.741222,-44.81092201,0.459636381,0.998746609,[36]
TIC 23936839,276.0670947,35.24123663,0.275306208,0.998737153,[26]
TIC 27073513,294.1693871,50.85707438,0.666887481,0.9987367,"[54, 41, 55]"
TIC 219373406,76.23548742,-53.14058737,0.863063306,0.998731118,"[5, 66, 3, 10, 4, 13]"
TIC 237092476,231.2113762,24.99544284,0.244702751,0.998728311,[24]
TIC 381236322,254.3573432,-67.46348408,0.435703652,0.998725382,[39]
TIC 155968973,234.8225996,43.76257622,0.341776267,0.998710229,"[23, 50, 24, 51]"
TIC 167123841,96.30178309,-66.48620084,0.541377698,0.99870775,"[27, 65, 28, 9, 38, 61, 32, 29, 35, 39, 37, 33, 64, 11, 31, 63, 8, 30, 66, 10, 12, 34, 13]"
TIC 283840629,8.490149592,61.44263433,0.975494688,0.998706851,[58]
TIC 200636669,352.8846934,33.69845893,0.584015547,0.998703635,[57]
TIC 418977735,338.2516118,10.67618508,0.535749321,0.99870148,[56]
TIC 147458909,41.27344496,-41.47170196,0.255404833,0.99869788,[30]
TIC 231075361,67.71729038,-66.83136116,0.319648557,0.998697715,"[61, 65, 66, 63, 62, 64, 9, 10, 13, 11, 12]"
TIC 442830360,238.8603792,-32.65107055,0.344915489,0.99869488,[38]
TIC 94000461,130.6996722,-48.22551045,0.439938619,0.998692643,"[36, 35, 63, 61]"
TIC 248686968,68.053561,-2.203323865,0.264046635,0.998688776,[32]
TIC 161825615,239.9388449,59.68894715,0.394291583,0.998686617,"[15, 55, 50, 22, 24, 49, 16, 48, 51, 18]"
TIC 237516940,297.5136897,-10.46864042,0.298630502,0.998683892,[54]
TIC 272079818,296.1496787,47.65326184,0.442699944,0.998680595,"[15, 54, 41, 14, 56, 55]"
TIC 233005602,242.3965722,70.32587106,0.360171125,0.998676427,"[24, 25, 26]"
TIC 224607716,255.8918016,57.49978199,0.510987079,0.998670413,"[60, 53, 58, 47, 51, 40, 25, 54, 19, 15, 17, 23, 20, 22, 55, 52, 48, 59, 41, 21, 26, 56, 49, 57, 16, 14, 18, 24, 50]"
TIC 425805760,234.2641853,-72.8991023,0.933397817,0.998666254,[39]
TIC 294269932,108.3838135,-55.57787891,0.347095986,0.998663921,"[35, 34, 36, 30, 33, 39]"
TIC 321602146,264.1178826,49.08891489,0.372440588,0.998663122,"[52, 51, 40]"
TIC 429867390,94.73713577,23.10603133,0.418931913,0.998661516,"[44, 45, 43]"
TIC 38021254,67.68797026,-7.241063393,0.512487465,0.998657561,[5]
TIC 398336271,295.1774277,86.35251456,0.536730048,0.998655147,"[40, 52, 53, 47]"
TIC 229052258,331.5873619,-33.87124016,0.626287894,0.998652713,[28]
TIC 55935426,68.65905646,-7.786649076,0.289844622,0.998651473,[32]
