objectname,RA,DEC,period,PeriodError,magdata,sector,R2
TIC 288778712,314.6516183,51.59184917,0.498651249,9.132253426440032e-05,0.284315696,"[15, 55, 16, 56]",0.999857961
TIC 284890361,260.4362824,54.55921378,0.336330029,6.269682614780397e-05,0.491412768,"[47, 17, 16, 24, 26, 54, 20, 52, 53, 23, 40, 14, 50, 51]",0.999857949
TIC 232527356,210.4443113,32.146639,0.366796175,8.614088371495119e-05,0.305218648,"[50, 23]",0.999857372
TIC 71043339,91.58566518,65.12263278,0.280769175,5.340980729747574e-05,0.623663834,"[59, 60]",0.999856998
TIC 142587827,167.8704005,73.11527688,0.439381371,9.21834233667672e-05,0.361151751,"[48, 47, 21, 20, 40, 60]",0.999856953
TIC 356108440,261.4200987,59.25869766,0.533619594,9.047539999761916e-05,0.673311902,[24],0.99985684
TIC 77555999,178.8798162,-26.29922837,0.51148366,0.000125544848077,0.509590467,[36],0.999856681
TIC 27108542,152.7569078,20.20616881,0.575083614,0.0001031445671565,0.313737562,"[45, 46]",0.9998564
TIC 414829771,14.56613148,13.80312391,0.677423078,0.0003979157434444,0.278191023,"[42, 43]",0.999856375
TIC 329246824,263.8846696,57.80251823,0.587468422,0.0002021416766976,0.612563359,"[55, 54, 60, 15, 53, 21, 47, 17, 56, 22, 57, 48, 58, 49, 50, 18, 14, 16, 51, 41, 23, 19, 40, 20, 26, 24, 25]",0.99985626
TIC 95525590,202.7715618,12.26174596,0.21804347,4.104044086564464e-05,0.678824612,"[50, 23]",0.999856098
TIC 251078096,37.1915543,-2.487815221,0.584506647,0.0001091189755063,0.664036333,[4],0.999856077
TIC 193558725,246.0434984,45.92409245,0.265751876,5.183272043217733e-05,0.460480404,"[50, 52]",0.999855524
TIC 4377554,116.3975614,33.78052019,0.290122391,0.0001001629647584,0.610963265,"[44, 45]",0.99985533
TIC 166324888,206.8305204,-41.58411346,0.622715992,0.0001172822013297,0.272170747,[38],0.999854936
TIC 110460789,290.0782631,1.958531265,0.387249405,0.0001917825256931,0.477593833,[54],0.999854935
TIC 23139612,46.33834157,-6.330874189,0.411050049,7.020635456455679e-05,0.333619656,[4],0.99985439
TIC 67686223,62.95086016,-11.7907472,0.416679454,9.303951055865503e-05,0.709829561,[5],0.999854294
TIC 1981434198,316.1215712,70.76451428,0.30614001,5.881323412122352e-05,0.404236396,"[17, 57, 24, 19, 25, 16, 58, 18]",0.999854131
TIC 155915231,221.388977,51.17905207,0.866745057,0.0001664414620804,0.391380322,"[16, 49, 22, 23, 50]",0.999854024
TIC 249943198,38.79846564,49.86033665,0.797906494,0.0001430235090804,0.302923278,"[58, 18]",0.999853716
TIC 266769522,29.75300928,-22.91979244,0.536433911,0.0004698963105622,0.597408227,[3],0.999852691
TIC 178859380,194.7071324,-36.97582482,0.330862737,6.704375155595491e-05,0.553812328,"[37, 64, 10]",0.999851328
TIC 188394606,129.9549158,36.4257684,0.288028489,7.262528186156931e-05,0.440041884,[47],0.999851175
TIC 310761370,344.6325436,5.873333426,0.234171214,8.323049583576333e-05,0.549752342,[42],0.999851154
TIC 248399337,76.75879933,-0.792399856,0.432225353,0.0001052961735207,0.221935405,[5],0.99985085
TIC 302625238,28.34764766,70.0426225,0.440285408,8.429791290159198e-05,0.168731482,"[19, 58, 25, 52, 18]",0.99985022
TIC 101645013,259.5178966,41.84407054,0.471628922,0.0002830893298647,0.348298483,"[26, 25]",0.999850205
TIC 334500542,183.4913241,-48.00665827,0.574716048,0.0004752049302683,0.490765242,[64],0.999849953
TIC 197247867,134.2904755,18.94558046,0.291069168,6.001037825215541e-05,0.52927001,"[44, 46, 45]",0.999849757
TIC 317470793,350.6008052,72.91578691,0.417212265,0.0001304449607937,0.579918066,"[52, 58, 18, 17]",0.999849465
TIC 349160488,205.0891224,-23.03400277,0.685953613,0.0001561288491214,0.182526728,[37],0.99984904
TIC 13723992,320.9599318,28.4709121,1.111597048,0.0001795476246669,0.186010523,[55],0.999849001
TIC 66715008,199.4288173,-0.562393771,0.398365505,7.978161884049367e-05,0.481205931,"[23, 50, 46]",0.999848905
TIC 167196599,318.905668,37.49766479,0.641013056,0.0001170847381758,0.944261647,"[15, 55, 56]",0.999848883
TIC 236884425,303.2923098,62.07316524,0.387886929,7.360877331591527e-05,0.379470151,"[57, 56, 58, 24]",0.999847998
TIC 263078276,17.80335913,-79.17727444,0.284180779,7.248504618824939e-05,0.737260467,"[66, 1]",0.999847782
TIC 272176884,296.0164125,43.43675176,0.835560153,0.0001538215442652,0.579488021,"[14, 15, 54, 55]",0.999847587
TIC 172532465,143.0690499,28.97114945,0.358784887,7.912998848285176e-05,0.539431676,[48],0.999847007
TIC 262837838,24.12281957,1.839026784,0.267254409,4.505973678700651e-05,0.416583373,"[42, 30, 43]",0.999846652
TIC 73455146,190.9065809,-46.93466683,0.668995597,0.0001061683350942,0.399419437,"[64, 11]",0.999846582
TIC 296484514,238.0913191,-39.15920152,0.388879003,0.0002216083491681,0.172540678,[38],0.999846237
TIC 1981434196,316.1203013,70.76388644,0.30614001,7.228506273155323e-05,0.38989237,"[17, 24, 16, 19, 25, 18]",0.999846194
TIC 177258700,102.2495973,-73.36401989,0.687996901,0.0001287927444049,0.490722816,"[63, 61, 62, 9, 10, 64, 13, 66, 11, 12]",0.999846008
TIC 293619461,59.713154,-51.175823,0.310529442,7.375927232463986e-05,0.591446016,"[3, 4]",0.999845519
TIC 255907472,247.0720691,37.19004014,0.337250358,0.0001566257786075,0.388707207,"[24, 25]",0.999845269
TIC 88465768,46.76261295,-26.04234581,0.526641608,9.886259893394812e-05,0.265103496,[4],0.999845245
TIC 434508647,189.4196278,-19.57778734,0.747614355,0.0001481167221068,0.514633975,[37],0.999844193
TIC 198408416,258.9132962,58.86449822,0.364634437,0.0001412964270108,0.899399007,"[14, 16, 57, 54, 55, 17, 24, 60, 40, 47, 49, 41, 52, 51, 19, 56, 23, 15, 22, 20, 59, 26, 21, 53, 58, 25, 50]",0.999843504
TIC 141914317,94.90321503,-72.03347425,0.437426267,0.0001160331297344,0.439925672,"[64, 62, 66, 65, 61, 63, 9, 10, 11, 13]",0.999843427
TIC 38589392,56.76226901,-7.070317151,0.377621381,7.443698307197402e-05,0.461441931,"[5, 31]",0.999843278
TIC 135244338,186.1582285,-40.23119514,0.615450481,0.0001173190522966,0.128324392,"[64, 10]",0.999842939
TIC 298498697,263.3665697,26.92998528,0.360770457,0.0002075865752293,0.52803055,"[25, 26]",0.999841924
TIC 234505545,12.17990441,-61.72852616,1.054520768,0.0001727660011786,0.169522221,"[1, 2]",0.999841724
TIC 229667510,245.0169809,45.21665799,0.984597148,0.0001938911514066,0.159810623,"[52, 50]",0.999840672
TIC 454222105,79.43686486,1.933321167,0.63260723,0.0001006300141277,0.43873237,[5],0.999839605
TIC 257722604,37.25801219,-30.43118561,0.386237809,9.051942669123855e-05,0.24532395,[3],0.999839365
TIC 4164712,114.625796,33.71241138,0.274912476,5.75207390957758e-05,0.333334603,"[45, 47, 46, 44]",0.999839335
TIC 271495349,117.715639,3.650932696,0.551154896,0.0001401265372675,0.662247073,[34],0.999839241
TIC 376939426,19.38514086,7.891689379,0.33628595,0.0001470041418193,0.579039657,"[43, 42]",0.999839212
TIC 113061684,292.7390262,-32.69908978,0.693649557,0.0002212042147897,0.110731036,"[27, 13]",0.999838499
TIC 294784522,71.31607449,-70.99928937,0.495819617,0.0004086243836192,0.193041846,"[35, 3, 27, 37, 63, 64, 34, 9, 36, 61, 31, 32, 10, 39, 33, 66, 65, 6, 30, 7, 62, 5, 4, 29, 13, 38, 2, 8, 12]",0.999838359
TIC 237130278,277.8057295,52.78541249,0.412855892,9.493627579170551e-05,0.33914738,"[14, 55, 41, 59, 22, 58, 40, 15, 53, 52, 26, 25, 54]",0.999838294
TIC 394896142,203.1052506,-74.60995262,0.738819237,0.0001238939064909,0.183945348,"[38, 39, 65]",0.999837472
TIC 55896456,68.63818066,-9.320752501,0.464436039,0.000101759610214,0.754076877,[5],0.999837139
TIC 66080183,340.6610906,53.4174535,0.40144492,8.351481762652722e-05,0.813964643,"[16, 17, 57]",0.999836537
TIC 364912573,301.408251,52.431866,0.445027152,0.0001003387369986,0.297815759,"[55, 54, 41]",0.999836341
TIC 5260642,269.7025746,13.49618949,0.344933629,8.407079820685162e-05,0.742067192,[53],0.999836235
TIC 207496824,246.9545827,58.83979311,0.802148264,0.0001720405220448,0.35427117,"[49, 58, 15, 23, 22, 48, 56, 55, 59, 16, 19, 52, 25, 50, 51, 24, 18]",0.99983615
TIC 220416446,71.19528223,-54.45063293,0.309690535,6.095107981070769e-05,0.313056828,"[5, 3, 4, 6]",0.999836017
TIC 393871721,261.1732081,13.89944654,0.45736789,0.0001818296841279,0.485630372,"[25, 26]",0.999835314
TIC 63309085,158.3574499,17.57428737,0.346734294,0.0001312326240729,0.132463804,"[45, 48, 22, 46]",0.999835191
TIC 274676647,256.2877704,49.20885496,0.354398118,6.990437709278916e-05,0.498654066,"[24, 26, 25]",0.999834921
TIC 381809951,41.78424562,41.37552022,0.294752472,0.000121660353023,0.632745741,[58],0.999834901
TIC 141871560,94.11558288,-74.44703126,0.630016189,0.0002086475054532,0.391451822,"[35, 37, 39, 36, 31, 30, 33, 32, 38, 27, 29, 28]",0.999834511
TIC 390021728,277.7933702,56.41748037,0.301953305,0.0001160405602784,0.428067856,"[57, 48, 14, 49, 18, 55, 58, 19, 20, 41, 21, 15, 56, 17, 52, 16, 60, 25, 40, 22, 24, 54, 51, 53, 26, 50, 23]",0.999834119
TIC 111882398,208.4169076,-30.59985858,0.476150981,0.0003808583857142,0.16184828,[64],0.999834052
TIC 141975903,95.7264789,-75.03373345,0.257739953,4.481413855971575e-05,0.375406379,"[64, 61, 65, 62, 66, 4, 6, 63, 7, 10, 8, 5, 11, 12]",0.999834005
TIC 219517559,247.150603,47.299536,0.359690135,0.000106391754707,0.671625113,"[24, 25]",0.999833974
TIC 287175225,26.73542935,-9.752709908,0.486268162,0.0004980440685939,0.705697357,[3],0.999833533
TIC 269505148,13.93034149,-2.093993662,0.522603935,0.0001284470169475,0.475238504,"[3, 42, 43]",0.999832872
TIC 419635446,323.4378796,-67.56358858,0.390807722,0.0001993712210009,0.482768747,[1],0.999832565
TIC 296657504,141.6710826,-13.75178027,0.449748141,0.000102821586136,0.507563825,[35],0.999832428
TIC 5674169,33.03655255,27.13839738,0.318085747,7.118163658780285e-05,0.404871101,"[58, 18]",0.999832418
TIC 256298934,276.487175,68.96207512,0.522456235,0.0001147130839561,0.509469714,"[58, 55, 20, 54, 19, 15, 53, 60, 40, 25, 56, 17, 14, 41, 49, 26, 57, 24, 47, 23, 16, 50, 22]",0.999832183
TIC 41170667,91.20030877,-67.52301377,0.972229335,0.0001844541173428,0.227193124,"[66, 3, 65, 10, 9, 4, 6, 7, 13]",0.999832139
TIC 167890109,105.2820026,-64.7002412,0.377038618,0.0001921266975988,0.766090698,"[64, 62, 61, 65, 66, 13, 63, 11, 12, 10]",0.9998312
TIC 372127422,311.6156177,-71.94957379,0.794013265,0.0012045249061451,0.415667533,[27],0.999831045
TIC 63597006,271.1367553,-42.22341038,0.700518061,0.0001448506300806,0.304146251,"[39, 66]",0.999830626
TIC 198731685,284.5127954,26.08170998,0.71327437,0.0002096509717658,0.288688766,"[53, 54, 40]",0.999829067
TIC 171578935,156.48317,20.82101118,0.28490551,5.048212081887949e-05,0.307370599,"[45, 46, 48]",0.999829038
TIC 48187819,222.9415793,-35.19371883,0.664836762,0.0001314398118862,0.268010185,[65],0.999828432
TIC 279156705,103.1120503,-55.41090073,0.723477107,0.0008455313760745,0.388325856,"[63, 66, 61, 62, 9, 7, 13, 12, 8]",0.999828233
TIC 252096958,15.53818216,59.92862252,1.164730955,0.002764802077164,0.289308442,"[17, 58, 24, 18]",0.999827975
TIC 89239251,58.20024496,-29.4363929,0.314288327,5.184886826826664e-05,0.313554225,[4],0.999827906
TIC 179739831,213.7362269,-41.5981832,0.394653588,0.0002210114090974,0.708718722,[38],0.999827803
TIC 115046240,72.98398721,-16.49657619,0.345891049,8.087020869540786e-05,0.283272272,[5],0.999827616
TIC 303833577,308.9882611,49.01179458,0.27836051,5.854537599715155e-05,0.380457556,"[16, 41, 56, 55, 15]",0.999827607
TIC 288391801,267.2352956,78.12285516,0.390458493,7.804403254526358e-05,0.40738698,"[58, 16, 54, 17, 19, 25, 57, 26, 20, 48, 15, 52, 55, 22, 50, 14, 47, 41, 21, 60, 49, 51, 18]",0.999827462
TIC 240873079,17.01359569,49.09851598,0.804839547,0.0006945197564564,0.424702992,"[58, 17, 18]",0.999827408
TIC 142109430,99.27433724,-76.41065087,0.614165537,0.0001387042342755,0.234298461,"[34, 27, 61, 66, 28, 31, 9, 64, 13, 36, 37, 33, 10, 32, 62, 65, 35, 63, 30, 11, 38, 12]",0.999826352
TIC 43533897,75.39666361,-8.64347897,0.31324408,8.153112534339176e-05,1.048684797,"[5, 32]",0.999825516
TIC 188555575,308.5248755,46.8711223,0.779733951,0.0001203505281121,0.629800093,"[55, 41]",0.999825031
TIC 248348545,17.18237114,-3.667862034,0.389199636,8.767491521245308e-05,0.3491952,"[3, 43]",0.999823984
TIC 35119266,35.47136313,-17.67793528,0.338999096,0.0001181679913613,0.683313363,[30],0.999823861
TIC 394452884,153.7621933,-81.20402903,0.302663441,5.945956642570424e-05,0.127004385,"[64, 39, 13, 65, 38, 12, 11, 66]",0.999822975
TIC 377459689,252.100755,17.13323328,0.57521525,9.383111168497394e-05,0.111035766,[25],0.999822896
TIC 233904049,304.745613,56.60533999,0.311230063,0.000109799963302,0.676370074,"[41, 55, 14, 57, 16, 56, 15]",0.999822471
TIC 358069227,38.50464793,-65.60952303,0.398643659,7.024439376337152e-05,0.151542386,"[1, 2, 3]",0.999822382
TIC 455283470,147.3713226,5.769017938,0.381243213,0.0002319322483935,0.50055991,"[45, 46]",0.999822069
TIC 389728831,350.6957022,-42.81075714,0.26090512,6.983748469906742e-05,0.441852772,"[29, 2, 28]",0.999822019
TIC 327755452,76.69470583,49.94157517,0.503388458,0.0004381772737817,0.140666929,"[19, 59]",0.999821165
TIC 33576348,28.00016826,-28.00881659,0.44370243,0.0001288338237794,0.320530425,[3],0.999821158
TIC 23230635,274.7495041,34.73221931,0.607216635,0.0001816873518943,0.268551407,"[40, 53, 54]",0.999820577
TIC 377251803,286.2640552,57.12566041,0.571538257,0.0005441530550339,0.132779776,"[40, 41, 48, 50, 49, 20, 60, 55, 25, 14, 15, 54, 19, 16, 47, 17, 53, 57, 26, 23, 58, 22, 56, 18]",0.999818752
TIC 159102550,289.5727014,42.04649943,0.488466168,9.264644709567942e-05,0.427335209,[41],0.999818484
TIC 231810776,85.67411453,-53.27600339,0.232769308,7.30189868080749e-05,0.987311555,"[64, 65, 61, 6, 7, 66, 5, 11, 10]",0.999818163
TIC 330453808,329.2966439,22.6696273,0.422172107,7.913502272259343e-05,0.389605727,[56],0.999817837
TIC 13068361,348.1409043,-24.2669599,0.307451618,6.032538009993064e-05,0.299534866,[2],0.999817553
TIC 230298837,276.6252754,46.39182389,0.795275692,0.0011052295762036,0.506480094,"[41, 54, 53, 40]",0.999816795
TIC 158673914,165.079491,-40.788962,0.373449532,7.555742865429439e-05,0.679997327,"[9, 63, 10]",0.999816761
TIC 374828411,54.99604591,3.241692181,0.282727307,5.448860554212687e-05,0.801877675,"[5, 31]",0.999816442
TIC 185466937,232.3619884,-28.84787576,0.274492167,0.0001049946607728,0.146021602,"[38, 65, 11]",0.999816292
TIC 218233625,42.16969061,13.74667084,0.282473506,0.0001185551331906,0.358885718,"[43, 42]",0.999815565
TIC 129810365,54.25597553,-41.52766089,0.292195707,9.49580550998808e-05,0.211381895,"[31, 3, 4, 30]",0.999814076
TIC 118826280,11.12575048,-36.10811675,0.246595401,3.904761825721362e-05,0.163916664,[2],0.999813692
TIC 272841995,297.1197807,47.62398163,0.445023982,6.519705533326562e-05,0.51237916,"[14, 56, 15, 54, 41, 55]",0.999813303
TIC 30631330,75.19907691,-70.49759862,0.387516369,6.627692894710488e-05,0.343818334,"[5, 7, 9, 4, 2, 3, 6, 13, 10, 8, 12]",0.99981255
TIC 9886075,48.8704341,-11.770274,0.353743784,0.0001627158249266,0.290197376,[4],0.999812085
TIC 1102093577,225.9467902,47.65397724,0.267700538,5.6053136469993726e-05,0.448772657,"[24, 23, 16]",0.999811545
TIC 122796551,117.6895572,-0.003164662,0.313057733,0.0001260697959079,0.38636533,[34],0.999811294
TIC 356001283,240.4732046,24.87153816,0.268795993,8.078402702632987e-05,0.422346084,"[24, 25, 51]",0.999810613
TIC 168675489,61.22982553,-33.86314383,0.460914731,9.385007437924897e-05,0.236568426,"[5, 4]",0.999810072
TIC 141606986,88.752963,-72.69332,0.343936338,6.682135397777643e-05,0.738322309,"[11, 12, 62, 63, 10, 13, 7, 4, 8, 2, 1, 61, 5, 9, 3, 64, 65]",0.999809727
TIC 387896638,316.1203013,70.76388644,0.306188662,9.38517754483014e-05,0.238949345,[52],0.999809617
TIC 153826685,340.6988613,45.35144844,0.326847488,0.000125041797482,0.272941002,"[16, 57, 56]",0.999809561
TIC 123337161,30.88237397,-30.08491522,0.368009994,8.470960720914155e-05,0.336457208,[3],0.999808806
TIC 121009628,55.5613719,-20.14608195,0.282144828,9.813997954445507e-05,0.664778613,[4],0.99980864
TIC 250114673,356.103878,-5.777268139,0.328555212,7.325672775150751e-05,0.256136073,[42],0.999808453
TIC 342334344,326.6692636,57.29351973,0.902074234,0.0001587597468118,0.89378428,"[16, 56, 17, 57]",0.999808357
TIC 179034632,64.14717785,-25.10608896,0.387485454,0.0002042192676028,0.370901212,"[31, 32]",0.999807812
TIC 283819432,225.947361,47.654227,0.267700538,5.207061574107165e-05,0.470689613,"[24, 50, 23, 16]",0.999807685
TIC 159950145,49.46396061,-36.25840522,0.395317129,8.696874995590547e-05,0.656161993,[4],0.999806516
TIC 270215222,262.0138366,43.68997613,0.415657038,0.0001186458107156,0.518097369,"[26, 25]",0.999806189
TIC 65348716,39.95357214,-26.30135698,0.495229455,0.0002542182971087,0.311828003,[4],0.999805667
TIC 198313291,233.6883923,62.27898056,0.30653019,0.0001236135841422,0.460729161,"[15, 41, 16, 23, 49, 22, 48, 50, 21, 24, 51]",0.99980527
TIC 423358373,14.47432415,-0.77628043,0.427966465,8.596921358832662e-05,0.3657283,"[42, 43, 3]",0.999804972
TIC 189468998,23.11508742,41.60933179,0.323482505,0.0001538277285388,0.747023401,[58],0.999803663
TIC 167722431,103.529444,-61.660454,0.540775771,0.0001176185114002,0.582647759,"[11, 64, 10, 9, 63, 13, 62, 66, 12, 65, 61]",0.999803295
TIC 289166536,277.5686555,41.08567435,0.46897116,0.0001046475966413,0.483224623,[26],0.999802993
TIC 154664604,258.4909315,16.35017149,0.421226337,0.0002699358232293,0.799097389,"[52, 25, 26]",0.999802537
TIC 75377304,7.089166626,-14.88799123,0.402317794,9.225487401736044e-05,0.376674759,[3],0.99980242
TIC 394179296,289.7747895,38.36679245,0.731803706,0.0001406080241779,0.687423955,"[41, 55, 14, 54, 40]",0.999802413
TIC 198388252,258.1953385,57.05288894,0.39507183,8.784252488965208e-05,0.414557917,"[17, 16, 14, 54, 20, 21, 24, 51, 56, 60, 25, 47, 57, 41, 53, 15, 22, 19, 40, 23, 59, 52, 26, 50, 49, 18]",0.999801491
TIC 8989778,354.8173589,-9.151458993,0.612599402,0.0003920168377497,0.379623159,"[2, 42]",0.999800634
TIC 322714483,279.2984637,26.15555272,0.71736512,0.0002500367958527,0.52942777,"[53, 54]",0.999799602
TIC 36883123,43.3950411,-9.208017411,0.335233379,6.387826496563824e-05,0.1442798,[4],0.999799342
TIC 270491862,232.3423716,67.21204282,0.448598466,0.0003195646064661,0.430587653,"[49, 57, 48, 23, 41, 22, 50, 47, 40, 21, 54]",0.99979931
TIC 126814211,316.7693366,24.76152049,1.149211971,0.0001676102404892,0.472447539,[55],0.999798215
TIC 431338625,344.110857,52.131725,0.599800479,0.0001296964744234,0.784627475,"[16, 17, 57]",0.999797811
TIC 370247078,332.3807182,-59.45525527,0.362548625,0.0002151479899565,0.535209119,"[28, 27]",0.999797702
TIC 402130407,11.64082262,-33.51615812,0.29907085,0.0001236062143782,0.732386302,[2],0.999797066
TIC 159339947,253.9495009,35.18266523,0.358143669,0.0001682164636624,0.242125872,"[51, 52]",0.999796805
TIC 413251449,144.1427102,-23.60016276,0.484266876,0.0001606830077429,0.413405637,[35],0.999796102
TIC 170676440,67.35331138,-33.57620577,0.633560375,0.0001099742716846,0.545849086,"[5, 4]",0.99979577
TIC 76305215,274.1283607,37.18414666,0.401567195,0.0001454990955056,0.479535456,[26],0.999795656
TIC 320268279,7.46965392,56.96680762,0.450477026,0.0003748170108575,0.638301753,"[57, 17, 58, 24, 18]",0.999794465
TIC 362027102,66.0857474,5.437427207,0.362258261,0.000186901153439,0.271728021,[32],0.999794379
TIC 363468465,147.6483624,-61.62532668,0.582079724,0.0001062267825056,0.284616807,[37],0.999792964
TIC 434097226,352.5077267,-11.90841941,0.445964143,0.0002920537563229,0.468953669,"[42, 2]",0.999792822
TIC 67474119,171.9938265,14.83207141,0.456713531,0.0003160266117219,0.180171058,"[46, 22, 45, 49]",0.999791922
TIC 153991851,204.736733,69.8031026,0.525083449,9.660277214419293e-05,0.612913672,"[14, 47, 41, 21, 15, 22, 49]",0.999791584
TIC 78511001,89.10885096,26.31121147,0.692663552,0.0004269191048627,1.123410419,"[43, 44, 45]",0.999791576
TIC 38399380,54.09730324,-7.925432255,0.568237068,0.000547107802254,0.574364917,[4],0.999791541
TIC 201776479,33.42123474,-59.70002222,0.367185331,9.331712639910065e-05,0.217937849,[2],0.999791141
TIC 419736605,324.2072461,-70.33354209,0.624330251,0.0001496372790755,0.543827015,[27],0.999790971
TIC 441570283,109.2705143,77.17388733,0.298286045,0.0001444106508569,0.60591168,"[40, 53, 47]",0.999790834
TIC 207384197,207.2533769,60.855253,0.535185331,0.0001033507881603,0.338941849,"[16, 21, 22, 15, 49, 48]",0.999790489
TIC 401913504,52.65397961,-47.37512389,0.937394295,0.000180531856626,0.135555323,"[31, 3, 4, 30]",0.999790102
TIC 453784977,199.2056866,-45.81697591,0.409479656,0.0001002568464986,0.445007746,"[64, 11]",0.999789925
TIC 54235865,119.8617838,18.55346875,0.351583699,7.534119304616774e-05,0.302633474,"[45, 46]",0.999789108
TIC 372894799,152.732721,-69.65503975,0.728848481,0.0001503611380054,0.215153173,[37],0.999789025
TIC 255682622,98.581967,-48.555495,0.321558712,0.0001871401215941,0.26895851,"[6, 61, 8]",0.99978869
TIC 164720673,25.72832355,-20.12448845,0.366017422,9.143130998346324e-05,0.316782596,[3],0.999788033
TIC 370938108,28.6608168,59.38618305,0.415946329,0.0002333594597234,0.484307536,[58],0.999787456
TIC 126602778,314.5087578,-46.06677102,0.711739836,0.0002954296871093,0.58185785,[1],0.999786324
TIC 180698725,272.1489878,33.70132076,0.294195951,0.0001061283055678,0.635736755,[26],0.999786179
TIC 156379866,159.8714087,16.69649857,0.406923336,0.0001229882668676,0.341757075,"[45, 46]",0.999786115
TIC 286169292,227.7656241,52.84171863,0.440147975,8.050522281990676e-05,0.333897416,"[16, 24, 49, 50]",0.999785957
TIC 219871753,259.978451,69.79518024,0.314050277,5.605624002060764e-05,0.870816007,"[52, 40, 48, 50, 55, 53, 54, 49, 47]",0.999785885
TIC 193728983,267.9250557,47.97519972,0.455229169,8.707930743243756e-05,0.617884244,"[26, 25]",0.999785854
TIC 366517381,303.9867683,76.80993462,0.545197269,0.0001274044358204,0.806032098,"[23, 26, 58, 47, 18, 57, 20, 17, 50, 40, 52, 24, 53, 19, 60, 25]",0.999785701
TIC 169814134,297.6400819,40.23608457,0.708533405,0.0001384273456346,0.370632497,"[55, 54, 15, 14]",0.999785695
TIC 273872891,298.1488421,47.27719433,0.66004564,0.0001179277625816,0.30664806,"[56, 54, 15, 14, 41]",0.999785217
TIC 353565609,36.10871134,71.38513447,0.380566342,9.89995160655314e-05,0.532170072,"[19, 58, 52, 18, 25]",0.999784119
TIC 158726046,288.4097626,43.70713369,0.82599511,0.0011680059431561,0.24803193,"[40, 54, 41, 14, 55, 53]",0.999783601
TIC 173795590,349.9605497,44.12595844,0.332574646,0.0002016938192731,0.36526147,"[16, 17, 57]",0.999783569
TIC 155998626,235.7510476,43.26536574,0.640771017,0.000143081693572,0.241439981,"[24, 23, 50, 51]",0.999783258
TIC 124227849,92.39533955,-21.33207174,0.475594512,0.0002866620139949,0.464594511,[33],0.999781898
TIC 363732872,265.5995577,22.24397517,1.022793817,0.0001669587059915,0.395893202,"[53, 52]",0.999781786
TIC 458490358,240.0604462,35.20880118,0.380900095,0.0001863497591325,0.402128757,"[24, 25]",0.999781535
TIC 359677968,280.9401723,57.94814656,0.616805808,0.0001278897639099,0.168070211,"[22, 47, 17, 26, 24, 48, 57, 15, 16, 54, 40, 21, 20, 49, 14, 53, 19, 51, 41, 58, 55, 50, 18, 60, 23, 56, 52]",0.999781352
TIC 393978805,329.1146376,-55.10657353,0.421538333,7.171081344718098e-05,0.297155865,[1],0.999781197
TIC 43398254,10.66862014,-29.94396442,0.30170543,8.825894331875852e-05,0.450861243,"[2, 29]",0.999780982
TIC 89428764,323.0389793,-34.71427191,0.376518034,0.0001228338236451,0.311435788,[1],0.99978073
TIC 370117800,70.164536,-71.826637,0.660098673,0.0001245882037378,0.187356684,"[9, 13, 10, 12]",0.999780565
TIC 160376438,211.2418647,30.00044134,0.324194358,7.615762694907846e-05,0.677144618,[50],0.999780198
TIC 440051305,3.47985747,44.38469751,0.329648265,0.0001377854699119,0.195700505,"[57, 17]",0.99978017
TIC 120499528,285.4108286,39.04113958,0.369261428,7.561366074865587e-05,0.558960067,"[54, 40, 53, 26, 41, 14]",0.999779979
TIC 356150515,266.48085,52.63457775,0.612598027,0.0002435539989704,0.471436771,"[58, 54, 47, 53, 51, 40, 60, 17, 52, 25, 41, 21, 26, 57, 14, 24]",0.999779862
TIC 35744707,40.02548246,-5.943226412,0.346318052,8.236275377053744e-05,0.676452453,[4],0.999779414
TIC 207496306,246.933974,56.76644947,0.329278011,0.0001008205127473,0.535929541,"[24, 59, 23, 49, 22, 56, 16, 19, 15, 51, 25, 52, 50]",0.999779378
TIC 238951019,95.22547157,-50.36661349,0.464415818,0.0001320958720071,0.57330959,"[32, 33, 34]",0.999779142
TIC 312286761,313.3469238,48.51458581,0.51023607,0.0001209930986035,0.456154795,"[55, 56, 16]",0.999778595
TIC 330829235,328.9914764,43.04737539,1.012460102,0.0001683523023623,0.657032441,"[16, 56, 15]",0.999777904
TIC 411187361,153.2388007,10.28204413,0.349483042,7.975130002015076e-05,0.590684663,"[45, 46]",0.999777593
TIC 428772119,26.49425878,80.08203473,0.31897045,6.250081837510092e-05,0.596671175,"[52, 26, 25, 53]",0.999777486
TIC 397487770,182.1157346,11.78909409,0.389496867,0.00013690675217,0.31116994,[46],0.999777088
TIC 343159236,240.6559491,-63.78436786,0.618651727,0.0001240026192758,0.324046863,[66],0.999776287
TIC 354115226,327.2828838,74.8394478,0.582997521,0.000300924507933,0.463890566,[52],0.999775877
TIC 434515577,190.062648,-18.800298,0.316647386,5.9668155987194426e-05,0.174472557,[10],0.999775051
TIC 7791094,233.9755849,-33.9398632,1.060698556,0.0002110173060992,0.334383549,[38],0.99977468
TIC 265972568,314.2928596,19.64978984,0.363932201,0.0001939797559058,0.137801142,[55],0.999774064
TIC 63328020,320.0600084,51.39472707,1.104642451,0.00018937818278,0.565821394,"[56, 15, 16]",0.999772844
TIC 4164713,114.625919,33.711681,0.274917198,5.9457232510538136e-05,0.177601457,"[20, 45, 47, 46, 60, 44]",0.999772774
