objectname,RA,DEC,period,PeriodError,magdata,sector,R2
TIC 348717439,45.05724599,-81.08848324,0.479457896,0.000135461949455,0.166635559,"[28, 27, 66, 13, 39, 1, 12]",0.999771373
TIC 164463075,283.2591299,42.84559623,0.384414528,0.0001382449129508,0.509265753,"[54, 41, 14, 40, 53, 26]",0.999771297
TIC 123036121,113.5241639,-46.17590239,0.490470904,9.19465309767218e-05,0.207305416,[35],0.999771296
TIC 169249046,160.9218984,-1.096239045,0.779675779,0.0008967110041411,0.298331128,"[46, 45, 35]",0.999771019
TIC 309809572,225.2899571,48.80441693,0.326615948,7.553574246178564e-05,0.352629965,"[50, 49, 23, 16, 24]",0.999770818
TIC 141179506,180.3881121,43.04164914,0.378881925,9.757962230345089e-05,0.170205076,[22],0.99977055
TIC 122891349,278.4003632,46.59490295,0.33013088,0.0001575352833491,0.311427262,[26],0.999770398
TIC 310169616,239.2721757,50.09108824,0.41172718,8.868957611587443e-05,0.624576082,"[16, 51, 23, 24, 50]",0.99977032
TIC 203160910,106.9500672,43.98074573,0.329191096,5.8248660139738814e-05,0.406864152,[47],0.999770298
TIC 100735916,311.0687067,-53.84453758,0.40522003,0.0002655081620027,0.193451846,[27],0.999769607
TIC 13070701,75.88998302,-25.36549124,0.414022809,0.0001530979763758,0.273338107,[5],0.999768951
TIC 5795305,348.750395,-15.04677279,0.373692737,7.188025036134615e-05,0.247134871,"[2, 42]",0.99976894
TIC 9845586,48.21650797,-7.738928776,0.359933874,7.081448669144548e-05,0.777425155,[4],0.999768881
TIC 82407313,254.9110199,39.8512874,0.381453624,8.275781968501959e-05,0.246282727,"[24, 26, 52]",0.999768808
TIC 301795154,322.2784646,-27.28566022,0.324411349,0.0001804874364705,0.277908896,[28],0.999768691
TIC 331377569,310.7749192,22.48186414,0.453946971,8.581408460565896e-05,0.365108898,"[55, 15, 41]",0.999768285
TIC 382266319,82.847126,-58.20260214,0.344487767,0.0001787396713748,0.642595322,"[64, 62, 9, 6, 33, 36, 30, 34, 29, 63, 28, 31, 66, 37, 61, 32, 27, 65, 38, 39, 10, 12, 7, 13]",0.999767824
TIC 404854539,84.99761187,-68.4783793,0.362009353,7.52660407756223e-05,0.520242298,"[65, 64, 61, 6, 66, 5]",0.999767794
TIC 97328396,31.65952117,14.25770426,0.485176424,0.0001147921717462,0.546591437,"[43, 42]",0.999767453
TIC 298246821,224.1180689,46.3622424,0.352506504,0.0001939908562271,0.51602516,"[50, 23, 24, 16]",0.999767331
TIC 257525627,45.81175976,-23.1866686,0.456490996,8.552654746350252e-05,0.433571257,"[4, 31]",0.999765399
TIC 366087912,75.56142083,31.26369162,0.60332945,0.0001371131636141,0.140014365,[43],0.999765033
TIC 281728275,11.67543757,-54.62492019,0.27342624,0.0001000009639593,0.940445945,[29],0.999764871
TIC 17562290,243.7442948,30.27657614,0.308208807,4.548484116674644e-05,0.526778056,[24],0.999764869
TIC 399577123,342.4993738,-23.2732221,0.312039545,0.0001095687981731,0.365969879,[2],0.999763945
TIC 389916225,275.7725451,58.90356253,0.550396805,0.000515961848226,0.800667096,"[19, 41, 52, 57, 14, 18, 25, 58, 15, 24, 26, 17, 49, 55, 21, 22, 16, 56, 51, 53, 23, 20, 48, 54]",0.999763571
TIC 453097744,113.8852394,-71.48146002,1.058053937,0.0001462705513055,0.395223652,"[66, 63, 64, 11, 13, 10, 62, 12, 61, 65, 9]",0.999763304
TIC 264983502,115.78006,10.550646,0.929023393,0.0012934329410992,0.190272838,[7],0.999762806
TIC 193819456,268.8644098,44.11522933,0.350104358,6.972338882934144e-05,0.348051704,"[25, 26]",0.999761601
TIC 230233157,259.6960163,20.24186203,0.588907694,0.000120488530614,0.914529106,"[26, 25]",0.999761578
TIC 88996620,264.1610188,36.07282329,0.61342436,0.0001836571025002,0.136887137,"[53, 52]",0.999761235
TIC 275537496,304.7985838,44.2630563,0.855894453,0.0001347466283788,0.696005863,"[55, 56, 41, 15]",0.999761222
TIC 103656297,152.6778824,67.65880572,0.287849289,8.216559360410505e-05,0.238461558,"[20, 21, 47, 14, 41, 40]",0.999761153
TIC 137687487,292.6185993,38.52484801,0.512980827,0.0001617112601438,0.45200018,"[54, 41, 55, 14]",0.999760774
TIC 29848012,23.56807566,-7.410552795,0.349010465,8.243587411456433e-05,0.53852729,[3],0.999760163
TIC 240175453,169.220108,14.07364151,0.329710655,0.0001023958629802,0.229357098,"[46, 49, 45, 22]",0.999759661
TIC 236333974,242.1964781,25.1956573,0.350182839,7.527795653359146e-05,0.33896585,"[24, 25]",0.999759629
TIC 422332463,196.567122,9.059437895,0.423651338,0.0001075312674782,0.191181293,"[50, 23]",0.999759065
TIC 92776364,303.0265816,34.6426204,0.845894609,0.0004646477111936,0.962846809,"[41, 15, 55]",0.999758417
TIC 293565743,149.4444044,-17.01294073,0.664609512,0.0001372560311121,0.248824846,[35],0.999758385
TIC 150083410,117.0945803,-35.13070226,0.315810967,0.0001179363662577,0.662896899,"[34, 61]",0.999758307
TIC 350716073,88.32336896,-56.48600527,0.393313853,8.79736272950188e-05,0.298088359,"[64, 61, 9, 66, 62, 65]",0.999758188
TIC 281728276,11.67516907,-54.62377629,0.27342624,7.035607086737032e-05,0.717400074,"[29, 2]",0.999757505
TIC 467167691,167.8641563,-65.62987561,0.359203992,0.0001461791959065,0.144062381,"[64, 65, 11, 10]",0.9997572
TIC 99646802,321.2357719,-21.65250863,0.715490487,0.000222343974121,0.226226041,"[1, 28]",0.999756676
TIC 309659126,79.50675641,-60.68994944,0.248378411,8.50994945020392e-05,0.224999557,"[33, 29, 3, 61, 34, 28, 7, 36, 2, 37, 66, 5, 35, 31, 62, 38, 39, 9, 27, 10, 30, 4, 6, 65, 8, 64, 12, 13, 63]",0.99975603
TIC 47626069,278.7916066,51.88789363,0.409629623,0.0001005059575454,0.233814494,"[54, 40, 26, 41, 53, 52, 25, 14, 55, 15]",0.999755591
TIC 286338346,260.384889,29.8625179,0.373231396,7.271123080878267e-05,0.480371293,"[26, 25]",0.999755422
TIC 309659124,79.50864767,-60.68801484,0.248221793,6.55841900964349e-05,0.417461379,"[29, 33, 36, 37, 28, 31, 38, 30, 27, 39, 32, 34]",0.999754825
TIC 341180903,313.991234,-65.432931,0.551713941,0.0001068475240172,0.119507156,"[13, 27]",0.999754616
TIC 160159932,222.3818198,-40.1079125,0.798279409,0.0006241497812069,0.198832199,"[65, 11]",0.999753834
TIC 380127556,181.8484636,-59.95079791,0.451363201,0.000287825030578,0.216830349,"[64, 10, 11]",0.999753686
TIC 231922739,92.96128237,-45.32906163,0.356745802,6.19867986825022e-05,0.625014578,"[33, 5, 32, 34]",0.999752313
TIC 294124071,92.88869504,12.83055078,0.541357872,0.0001123002925052,0.16763156,[33],0.999752245
TIC 364325969,101.6726902,-61.59647998,0.42013456,8.728253377740205e-05,0.465670382,"[63, 64, 10, 11, 62, 65, 12, 66, 13, 61, 9]",0.999752046
TIC 241247657,94.80433492,49.70192856,0.622840708,0.0001170942313869,0.846887688,[60],0.999751882
TIC 278137593,107.6219172,-81.77375264,0.590424082,0.0003655866823441,0.245764411,"[27, 39, 34, 38]",0.999751545
TIC 233636431,146.1684412,26.53533942,0.426870849,8.684311576002542e-05,0.453357482,[46],0.999750646
TIC 139207681,346.2578905,-43.93578344,0.493998816,7.50549496981215e-05,0.758111605,[1],0.999749296
TIC 424723563,294.5735753,59.07481741,0.369882301,7.700548884626152e-05,0.171989139,"[55, 56, 41, 57, 58, 40, 60, 54, 47, 24, 50]",0.999748832
TIC 175243826,289.0262558,1.885950762,1.179822299,0.0002086532559188,0.341846665,[54],0.999748821
TIC 441183795,333.8291033,-24.9908345,0.633334071,0.0001056721932587,0.211566593,"[28, 1]",0.999748399
TIC 72635751,218.0606535,17.66578516,0.322606001,0.0001461967146575,0.34706044,[50],0.999748207
TIC 70870736,152.3179032,-34.02063557,0.396743703,7.296378156543914e-05,0.16392049,[35],0.999746903
TIC 114726565,294.0997351,-40.88819793,0.471996383,0.000233861863513,0.209861468,[27],0.999746669
TIC 159493588,220.197561,-37.421521,0.353501484,0.0001418963408598,0.26709289,"[11, 65]",0.999746462
TIC 160196709,27.5980678,-46.97439698,0.306763806,0.0001067411220253,0.443736586,[3],0.999745749
TIC 291728959,358.6633119,36.75443561,0.367012471,0.0002151094487983,0.197109795,[17],0.999744793
TIC 219859691,257.8194733,69.5028253,0.445809905,8.626563100486177e-05,0.209250068,"[56, 41, 60, 59, 53, 49, 57, 14, 55, 22, 17, 25, 15, 54, 24, 26, 23, 52, 19, 51, 58, 47, 16, 20, 21, 40, 50]",0.999743963
TIC 88441209,274.0174173,-44.26656029,0.495241263,0.0004201512342171,0.330289694,[66],0.999743576
TIC 50742258,82.86005255,-0.975868168,0.853054938,0.0001533217842798,0.219652214,[32],0.999743548
TIC 188032971,160.4287771,-29.23188315,0.424952265,8.447401784795619e-05,0.571936966,[36],0.999743148
TIC 359987981,223.9103425,-79.80572699,1.065338686,0.0001664876243125,0.268129936,"[66, 12, 65]",0.999742753
TIC 392536812,280.4674436,58.05647313,0.591441349,0.0001343538388914,0.247332242,"[56, 54, 55, 40, 58, 49, 60, 18, 20, 16, 14, 23, 51, 48, 52, 21, 15, 53, 19, 24, 57, 22, 47, 50, 17, 41, 26]",0.999742729
TIC 212377300,26.855553,-17.06651239,0.282811163,8.714134018645806e-05,0.315218949,"[3, 30]",0.999741747
TIC 87751538,106.9268649,28.4960397,0.913848156,0.0001522919243932,0.297546048,"[45, 44]",0.999741327
TIC 34781999,46.27157919,29.57863871,0.246862653,4.481308645072941e-05,0.452793764,[44],0.999740824
TIC 10059890,133.6263604,51.24454324,0.654247161,0.0003199546511151,0.157499826,[47],0.999740263
TIC 347810193,199.0076969,-17.24750773,0.328546336,0.0001458234764372,0.666687557,[37],0.999739821
TIC 101720220,260.0997315,41.2535481,0.315275366,0.0001402050968733,0.342639029,"[25, 26]",0.999739757
TIC 206537272,332.8829544,-22.78792989,0.489084481,0.0003540353539034,0.534419875,[1],0.999738801
TIC 236327696,241.7112381,27.27628849,0.588420494,0.0004517972222597,0.876174253,"[25, 24]",0.999737957
TIC 169554360,78.46920776,-17.02028283,0.341635283,7.429400861344395e-05,0.542667207,[32],0.999737715
TIC 470239358,346.3011742,82.8093524,0.355118818,6.546588696014163e-05,0.157793937,"[26, 25]",0.999737272
TIC 50717816,126.4982859,-6.228882714,0.383411166,0.0002283180040736,0.37685855,[34],0.99973721
TIC 407223383,237.4368406,-81.67786839,0.869511882,0.0001431070057695,0.282418502,[39],0.999736623
TIC 263035184,264.489157,-39.189643,0.303428837,7.363015257563725e-05,0.170414269,[12],0.999736206
TIC 115412010,252.0647209,44.74131042,0.301884367,0.0001130836853723,0.482463407,"[24, 25]",0.999736009
TIC 115119879,248.5871022,42.74260827,0.363435415,7.959115199930782e-05,0.278780356,"[51, 52]",0.999734873
TIC 450096611,72.79257823,7.715684951,0.377101654,8.890582672266636e-05,0.198917837,[32],0.999734173
TIC 63307143,158.1289107,16.14383717,0.645413133,0.0001714822867549,0.334059353,"[45, 46]",0.999733659
TIC 365440703,48.6132336,10.46320672,0.600217683,0.0001480229782111,0.380486022,"[4, 31, 42, 43, 44]",0.999732718
TIC 257625332,319.9143678,21.48929387,0.680157225,0.0002474844404648,0.440794749,[55],0.999732644
TIC 341550561,120.564725,-55.540604,1.103865701,0.000213387458592,0.174338085,"[8, 62, 7, 34, 61, 9, 36, 63, 35]",0.999732091
TIC 270352945,31.88092727,5.684900128,0.444468393,0.0002498447696392,0.606542296,"[43, 42]",0.999731583
TIC 198037139,61.45751032,-54.04346309,0.359934393,6.5748059988011e-05,0.343012834,"[30, 31]",0.999731472
TIC 315937374,51.54416281,59.57843736,0.605174592,0.0001340522503804,0.371315188,"[19, 18]",0.99973033
TIC 388705796,340.4565266,56.27610401,0.515978858,0.0004962794855286,0.720134614,"[16, 17, 57]",0.999729659
TIC 422914426,38.31813846,3.135460846,0.549334285,0.0001210537228819,0.534149444,"[43, 4]",0.999729599
TIC 289807085,269.1161697,15.8889579,0.459013493,0.0001306668763044,0.473214034,[53],0.999728867
TIC 47935311,280.9704411,50.89411329,0.549966518,0.0002936005328276,0.246929268,"[53, 41, 52, 54, 40]",0.999728507
TIC 164782264,284.6693378,47.57759218,0.444327866,0.0003103643702266,0.388058165,"[53, 41, 55, 14, 40, 26]",0.99972847
TIC 76094083,86.20792293,27.50677392,0.389059906,9.00883515116565e-05,0.419747992,"[43, 45]",0.999727966
TIC 91037997,309.1563758,-44.84137416,0.537547633,0.0004053992775743,0.519097222,[27],0.999727224
TIC 111874795,208.3200298,-35.85302946,0.561163368,0.0001529060872744,0.191752512,[38],0.999726184
TIC 188594653,345.5040929,-13.0957489,0.374299086,7.285383285728263e-05,0.458790199,"[42, 2]",0.999725883
TIC 251829135,6.41862792,-34.82893789,0.268586455,9.200855005404238e-05,0.180036592,[2],0.999725545
TIC 240911239,17.59592168,51.26853306,0.412319304,8.230232167239297e-05,0.462265753,"[58, 18, 17]",0.99972543
TIC 241393039,24.38849128,-2.140212584,0.371384178,7.703996544585838e-05,0.639192929,[3],0.999724836
TIC 245617756,39.75375715,59.71530423,0.31919369,5.32146988123446e-05,0.561283257,[58],0.999724617
TIC 60152853,115.8151228,17.09086179,0.54306686,0.0003750966647818,0.274020812,"[45, 46]",0.999723933
TIC 393867801,311.5505272,4.430374458,0.513112148,0.0001663373558756,0.5538451,[55],0.999723506
TIC 802663625,127.3823127,72.52813548,0.231476747,0.0001034815509781,0.420435634,"[26, 20]",0.999722451
TIC 21442712,85.406542,-38.373586,0.349420434,0.0001594970942735,0.156585683,"[6, 5]",0.999721782
TIC 423387084,29.02625214,-0.73894161,0.739909257,0.0001334659377173,0.509196381,[4],0.9997215
TIC 193886356,270.5578567,47.02009443,0.294271438,0.000107281924177,0.27105118,"[54, 40, 53, 25, 52, 14]",0.999721499
TIC 27107017,152.7043919,18.9381725,0.300076101,6.432363694255735e-05,0.642687926,"[46, 45]",0.99972125
TIC 266816672,30.93630279,-19.8891832,0.303103264,6.972995460107665e-05,0.350256588,[3],0.999719668
TIC 159510983,248.0691338,77.90337976,0.324093286,6.541476024752255e-05,0.594549914,"[60, 59, 25, 26]",0.999717221
TIC 143058907,167.8772958,-8.261359046,0.60027114,0.0001221509037822,0.237958796,[36],0.999716909
TIC 265015162,126.7664225,3.514535977,0.327772678,0.0001121318240595,0.331717899,"[61, 7]",0.999716566
TIC 302615801,82.49199997,14.51848409,0.599625169,0.0001160477555673,0.305402833,"[43, 45]",0.999715821
TIC 447641130,254.1785456,-64.96495755,0.686177478,0.0001197338938578,0.268436731,[66],0.999715607
TIC 279401848,57.55748445,-17.65298663,0.352075891,0.0001332516558214,0.428619171,"[31, 4]",0.999714914
TIC 365301387,46.09876023,6.196670485,0.275405623,7.281452107576951e-05,0.360296308,"[43, 42, 4, 44]",0.999713923
TIC 355635441,357.9887832,-57.42252602,0.392413996,6.328350913808897e-05,0.198898176,"[2, 1]",0.999712121
TIC 180697987,272.0775586,34.57671876,0.291437539,5.271077666238441e-05,0.514757545,[26],0.999711109
TIC 399788405,278.1632969,57.64831329,0.430471722,9.891195841682194e-05,0.334916423,"[54, 56, 49, 53, 52, 55, 16, 41, 48, 20, 40, 22, 19, 57, 14, 15, 58, 47, 60, 21, 24, 50, 23, 51, 25, 26]",0.999710572
TIC 389658055,321.0718883,-44.91758277,0.32828074,0.0001184105936932,0.371843974,[1],0.999709609
TIC 158218818,286.4997638,43.1304928,0.423938106,8.130644215972626e-05,0.578402886,"[14, 55, 26, 53, 41, 40]",0.999709176
TIC 43864479,77.89214221,-10.57325827,0.594681319,0.0001250833614209,0.402604792,[5],0.999708878
TIC 415969184,342.1486374,-20.31193519,0.948332794,0.0001803767238943,0.344939196,[2],0.999707687
TIC 432098059,57.73101339,44.05343674,0.369534905,7.375782714580903e-05,0.248845197,[59],0.999707615
TIC 49214115,204.452117,-29.15568624,0.899132324,0.000146325741237,0.390003323,[64],0.999706465
TIC 258776281,286.4916614,70.20770724,0.521326983,9.957379078430946e-05,0.37468419,"[49, 47, 48, 52, 53, 40, 51]",0.99970597
TIC 101070833,57.29415751,-42.61530077,0.82816857,0.0005241200436394,0.564730704,[4],0.999705085
TIC 266770712,30.05017232,-18.20782613,0.78898575,0.0002712667194804,0.935175627,[3],0.999704719
TIC 450637853,169.086491,-54.45387065,0.497464001,0.0001521704160178,0.346542386,"[63, 10, 64]",0.999703656
TIC 159167875,188.7710815,23.33723066,0.338559409,0.0001567433505168,0.687785189,[49],0.999703211
TIC 207085748,23.13721749,-49.52813635,0.362333096,0.0001619098051596,0.659610952,"[2, 3, 29]",0.999702224
TIC 408469352,359.2409401,10.80436829,0.389038374,9.217577249671986e-05,0.406447851,[42],0.99970201
TIC 382450659,350.4021147,-45.95011012,0.288083215,6.204252874343032e-05,0.397190846,[28],0.99970136
TIC 241578867,25.68832097,-3.40929779,0.344272279,0.000231056287402,0.493453963,[3],0.999700773
TIC 72304931,92.67792139,-9.851141614,0.365834984,0.0001902651522032,0.361486765,[33],0.999700124
TIC 17563811,243.8341211,35.7072952,0.361163833,0.0001880405605109,0.292478568,"[24, 25]",0.999698999
TIC 408256672,70.56744431,-25.82535472,0.254993004,8.196795287235133e-05,0.540552151,[5],0.999698201
TIC 197735761,330.7541559,-39.35652192,0.602363848,0.0004452192410659,0.509971494,[1],0.999697469
TIC 219843981,222.5323669,29.64959432,0.301533026,9.625771489785094e-05,0.590086858,"[24, 23, 50]",0.999697366
TIC 255586667,96.692182,-53.063631,0.40673835,9.837794850187338e-05,0.310467365,"[7, 65, 66, 61, 62]",0.999696913
TIC 340704073,6.205840663,-27.73863561,0.313795044,6.51477285056781e-05,0.667849779,[2],0.999696874
TIC 118271395,272.0944772,-56.76716687,0.399577016,6.778836600396036e-05,0.374061114,"[39, 13, 66]",0.999696397
TIC 219788401,264.5058499,63.23901207,0.274534156,0.0001163828001757,0.205193633,"[60, 50, 59, 53, 49, 57, 52, 54, 47, 56, 22, 41, 19, 58, 40, 51]",0.999695975
TIC 229143092,26.52179061,-49.56826652,0.350812563,8.106322089101721e-05,0.169858543,"[3, 2]",0.999695223
TIC 260162199,92.80413532,-55.95324988,0.267997274,0.0001038014373283,0.42194141,"[64, 61, 62, 3, 7, 65, 5, 4, 63, 6, 1, 66, 9, 13, 8, 11, 10, 12]",0.999694628
TIC 76501494,228.5919246,-31.558285,0.348696593,6.404673051938339e-05,0.349607095,[38],0.999694549
TIC 44790502,61.65310746,-27.66875657,0.638284978,0.0001033029134537,0.558457283,"[4, 5]",0.999694545
TIC 345560724,221.8604346,22.75405153,0.361155947,6.88489099116049e-05,0.333806382,[24],0.999694296
TIC 233043818,259.6034852,22.48090149,0.370818573,7.451603620209096e-05,0.438117453,"[25, 26]",0.999692924
TIC 257073305,116.890946,4.914124751,0.65500178,0.0001157215425688,0.121277673,[34],0.999692821
TIC 384620517,286.8967427,18.95555704,0.856080377,0.0001592974196129,0.700802969,"[40, 54]",0.999692307
TIC 335661706,217.1811493,81.75389514,0.385555879,7.917831039727623e-05,0.119301659,"[40, 21, 47, 41, 53, 48]",0.999689158
TIC 268686000,17.63058741,-18.06787521,0.445649244,0.000366306391544,0.395035646,[3],0.999688684
TIC 207174531,46.75512864,-56.1345714,0.625177617,0.0001462505831907,0.696516892,"[2, 3, 4]",0.999687388
TIC 262434790,73.49546607,4.020377694,0.31457268,9.972380090365616e-05,0.529521003,"[32, 5]",0.999687314
TIC 193990389,230.5248585,51.18203036,0.390215446,0.0001139432578959,0.114086418,"[23, 24, 16]",0.999686882
TIC 247996419,324.7057941,26.69283499,0.280504664,9.671558487337588e-05,0.636864089,[55],0.99968529
TIC 627436,73.04731162,-25.1940849,0.579367799,0.0001222501697638,0.491832097,"[32, 5]",0.999685003
TIC 152359020,44.68626208,-38.55514087,0.242664415,8.407183342153106e-05,0.212128255,[30],0.999682993
TIC 219254827,66.0051182,-50.10708589,0.310535026,0.0001203741899047,0.267414258,"[30, 32]",0.99968281
TIC 139724460,66.81618198,-21.58348845,0.600660154,0.0002058015924851,0.261440342,[32],0.999682709
TIC 307960254,149.1830555,26.03197698,0.671930662,0.0001447693957229,0.133264473,"[45, 48, 46]",0.999682624
TIC 154096314,341.576578,43.86885321,0.490268568,9.844298231639843e-05,0.190257877,[16],0.999682256
TIC 239290086,300.2827261,44.67033287,0.368374394,6.068476517907493e-05,0.436477004,"[55, 54, 15, 41, 14]",0.999681761
TIC 166969516,94.67382635,-66.36529095,0.434178412,0.0001069656441546,0.230327659,"[5, 1, 7, 2, 11, 3, 12, 10, 13, 8, 4]",0.999680716
TIC 441200647,335.7197534,-24.62002755,1.155502988,0.0027697739731651,0.30426952,[28],0.999680539
TIC 147791553,109.8123913,69.05447027,0.328065566,8.246227549898731e-05,0.556107916,[47],0.999679991
TIC 347552724,45.11275573,2.18344968,0.53594064,8.69568460103941e-05,0.340376684,[4],0.999679915
TIC 377296926,286.8154753,55.01279265,0.431434972,7.981867712688554e-05,0.384774422,"[14, 19, 55, 56, 40, 60, 15, 53, 49, 16, 54, 26]",0.999679723
TIC 149837469,352.0045549,-33.99767082,0.385788823,7.505749513992983e-05,0.617978756,[2],0.999679172
TIC 237209616,294.2063342,76.57017052,1.028910113,0.0001773671050492,0.32096778,"[47, 52, 49, 40, 50, 53]",0.999678898
TIC 157448336,264.8556317,36.7831571,0.337227357,7.149703793420963e-05,0.979535168,"[25, 26]",0.999678816
TIC 179050758,236.6291424,-38.21807847,0.460957889,7.514154840982462e-05,0.228950499,[65],0.999678217
TIC 5637753,32.28242774,26.48531098,0.299295182,6.531203099382743e-05,0.577100812,[43],0.999677171
TIC 308018120,155.0565539,-13.86027143,0.380830759,0.0001356409162129,0.211649551,"[62, 9]",0.999676499
TIC 264464850,325.0006919,80.96187523,0.76574298,0.0009649939079357,0.245140442,"[53, 52]",0.999675543
TIC 260708271,98.45958569,-59.06276942,0.358685954,0.0001973982379311,0.246739877,"[62, 64, 61, 12, 66, 63, 13, 11, 65]",0.999675313
TIC 7203984,6.350601316,-46.92418219,0.436729276,7.768250687814794e-05,0.141686298,[29],0.999675136
TIC 232449809,93.452051,5.953134,0.500465202,0.0001161919761044,0.449769243,[33],0.999674722
TIC 219494344,243.7751598,44.97269967,0.345608515,5.691372239352845e-05,0.316004907,"[24, 25]",0.999674429
TIC 237278994,299.6590918,72.23858107,0.343031286,0.0001470844927777,0.167897965,"[17, 14, 24, 16, 25, 26, 15, 19, 22, 20, 23, 18, 21]",0.999674302
TIC 183586018,12.53221251,-41.50813069,0.335506228,0.0001833371837091,0.313685233,[29],0.999674172
TIC 402373570,34.4911536,31.26328025,0.310502836,6.429027498070378e-05,0.174616061,[18],0.999674002
TIC 401925979,57.37776557,-4.520484689,0.479988246,0.0002072917360568,0.353873256,[5],0.999673168
TIC 200653476,353.2467866,33.63389205,0.290661503,5.631549334106721e-05,0.714003553,[57],0.999672646
TIC 140757590,74.28116582,-72.13190161,0.418103947,0.0002768107688481,0.419931966,"[62, 64, 66, 9, 61, 63, 13, 65, 10, 12, 11]",0.999671801
TIC 77477830,141.6309291,-1.38698992,0.265636611,4.84429607879773e-05,0.454509619,[35],0.999671038
TIC 445133704,11.12758944,54.00423088,0.324081205,7.593824961751911e-05,0.289774917,"[57, 58, 17, 18]",0.999670751
TIC 193322682,178.1311875,-15.95066424,0.333691893,0.0001233259338581,0.199549652,[36],0.999669868
TIC 156072994,237.1459513,43.47915336,0.36280009,0.0002005882829162,0.183756269,"[23, 50, 24, 51]",0.999669572
TIC 390632932,191.2566011,7.951405973,0.373580914,7.09858773068937e-05,0.140894337,"[50, 46, 23]",0.999668741
TIC 436660156,72.91173344,13.38099741,0.415045329,8.750537714503872e-05,0.436469059,"[5, 44, 43]",0.999668454
TIC 20212631,227.0380604,39.97024,0.297135386,9.95832816936032e-05,0.325760475,"[24, 23, 51, 50]",0.99966749
TIC 289370888,278.068073,41.84617887,0.859722345,0.0002734797258763,0.944074824,[26],0.999667153
TIC 203331489,198.3626786,-18.82515811,0.987812747,0.0001678631343708,0.100717116,"[64, 37]",0.999666699
TIC 332910986,35.05951878,-2.867398703,0.644199025,0.0003033098641731,0.36696037,[4],0.999666611
TIC 178952160,68.93221779,-28.91468242,0.90732249,0.0009373291298591,0.429437734,"[31, 32]",0.999666018
TIC 232073646,28.28130065,-67.95392786,0.28179631,9.40168887469456e-05,0.154101872,"[1, 2]",0.999666001
TIC 7724421,66.41135971,-38.05948092,0.640898566,0.0001006858570114,0.194741299,"[4, 31, 5, 32]",0.999664092
TIC 71032040,152.9788716,-34.84937306,0.405398604,0.0001616003621814,0.314362338,[36],0.999662764
TIC 376848654,275.2167929,67.16415069,0.487846367,0.0004680943578525,0.384188818,"[48, 55, 49, 52, 40, 41, 54, 53, 51]",0.999662233
TIC 441741602,260.0188126,75.37602863,0.405158279,8.468851025757102e-05,0.137170235,"[52, 41, 57, 53, 54, 51, 58, 55, 23, 47, 26, 48, 49, 14, 60, 50, 56]",0.999661615
TIC 445829772,173.0873239,49.73601912,0.410379684,7.982295227490816e-05,0.511120573,"[21, 22]",0.999660576
TIC 106465458,159.4029014,-37.15794631,0.343513169,0.0001676622474373,0.292679652,[63],0.99966052
TIC 120956236,53.92790496,-20.35193236,0.32711968,7.362942414625915e-05,0.636162384,[4],0.999658231
TIC 353482844,33.4360078,70.14527098,0.500964934,0.0001135761878803,0.813873139,"[25, 52, 19, 18]",0.999653219
TIC 389609806,312.1478777,-46.16189409,0.806129554,0.0001710697229138,0.26250955,[27],0.999651661
TIC 32636486,175.9966622,-29.86660126,0.399815953,9.62152628308442e-05,0.331317136,[36],0.999650572
TIC 432128410,137.2328195,-21.40666049,1.16722184,0.0002256143432791,0.421376495,[35],0.999650493
TIC 116520408,234.1439947,46.63589009,0.290934947,0.0001191954379611,0.367126485,"[24, 50, 23, 51]",0.999650329
TIC 294873015,71.6033266,-66.34601694,0.258209601,9.747706833463018e-05,0.220917626,"[2, 6, 4, 5]",0.99965003
TIC 287174076,19.04914886,-6.99354486,0.324958404,0.0001892951424361,0.50204167,[3],0.999649973
TIC 121213501,287.3408867,38.32567437,0.474090168,0.0001994396296415,0.514171051,"[14, 41, 40, 54, 53]",0.999649531
TIC 100014464,23.21288552,-47.26367688,0.635167653,0.0001477176758351,0.128570159,"[29, 30]",0.999649456
TIC 77178193,68.59511648,-36.57024753,0.830292685,0.0001295826324368,0.238151169,"[31, 32]",0.999648513
TIC 141126559,80.55611269,-71.93852109,0.776330544,0.0001437175585338,0.564946924,"[62, 66, 64, 65, 4, 5, 61, 6, 63]",0.999648247
TIC 262622753,348.5729078,2.625221531,0.555146525,0.0001295209642963,0.359872331,[42],0.999645493
TIC 193580427,265.8461837,47.86160856,0.394554453,0.0001003933193143,0.523538411,"[26, 25]",0.999644622
TIC 154875092,195.9122416,88.40201727,0.366632472,0.0001097664107728,0.299876516,"[26, 25]",0.999644516
TIC 372366518,331.9805286,36.68557245,0.558333966,8.486889559221266e-05,0.476647126,"[16, 56, 15]",0.999644346
TIC 383858742,222.1797408,-42.09689577,0.321293197,0.0001459301178817,0.104235039,"[65, 11]",0.999643934
TIC 343553606,341.502813,57.780505,0.805441627,0.0001642951592085,0.652229426,"[16, 17]",0.9996439
TIC 461637324,21.12862044,85.01867619,0.734232667,0.0001504434118798,0.283075851,"[53, 40, 52]",0.999643855
TIC 410392940,166.576976,-18.7577381,0.362636239,0.0001971616030871,0.15193292,"[63, 9]",0.999643001
TIC 90836525,239.2578278,-57.905981,0.313930493,5.198685998307301e-05,0.146769873,"[65, 12]",0.999642778
TIC 231928131,93.22102974,-47.58987301,0.684088314,0.0001573862661066,0.393242687,"[34, 33, 32]",0.99964271
